generation,fitness,accepted,num_threats_active,mean_child_survival,mean_child_ttd_norm,mean_mother_ttd_norm,mean_child_injury,std_child_survival,mean_u_drift_end,std_u_drift_end,mean_overall_deficit_episode,std_overall_deficit_episode,mean_overall_deficit_end,std_overall_deficit_end,mean_local_deficit_episode,std_local_deficit_episode,mean_local_deficit_end,std_local_deficit_end,mutation_sigma
0,0.54644,True,0,0.0,0.37729999999999997,0.9410999999999999,0.0,0.0,0.0,0.0,1.8783814089971405,0.20123111367552243,1.649791666665804,0.34128842732100295,0.386198593554312,0.15955275796682142,0.0796999999999999,0.2390999999999997,0.0
1,0.55788,True,0,0.0,0.3684,1.0,0.0,0.0,0.0,0.0,1.8041832790853298,0.12686137058702945,1.5326000000009625,0.0549894535365736,0.297989452319114,0.07101934236832459,0.0,0.0,0.05
2,0.5191,False,0,0.0,0.32799999999999996,0.9650000000000001,0.0,0.0,0.0,0.0,1.808951371433169,0.2865748154626434,1.6571872691582061,0.3444462243113779,0.28436092812347086,0.16731269976595192,0.07950000000000013,0.2385000000000004,0.05
3,0.53407,False,0,0.0,0.3859,0.8798,0.0,0.0,0.0,0.0,1.928651259148214,0.27615008942708524,1.9083589582621425,0.8030758639319381,0.444036728436301,0.2322435686998294,0.2331999999999998,0.4942875276597616,0.05
4,0.5197499999999999,False,0,0.0,0.3414,0.9359,0.0,0.0,0.0,0.0,1.7981508929854697,0.15544894075288987,1.6632555555555555,0.33273688136757923,0.32298119972043926,0.16949850641682768,0.07990000000000017,0.23970000000000044,0.05
5,0.53325,False,0,0.0,0.35819999999999996,0.9417,0.0,0.0,0.0,0.0,1.8429083907402792,0.17656912638813577,1.6392018280785101,0.3399316085991017,0.33033461002961273,0.17771152516316002,0.09120000000000059,0.23803898840316104,0.05
6,0.54288,False,0,0.0,0.39239999999999997,0.8939999999999999,0.0,0.0,0.0,0.0,1.9184967625066576,0.18750083007897897,1.7679266639367213,0.4498126672961232,0.4097344417296506,0.20016780984589735,0.15950000000000036,0.3190000783698971,0.05
7,0.5107,False,0,0.0,0.301,1.0,0.0,0.0,0.0,0.0,1.7324614959925533,0.1288093202800018,1.5550666666666675,0.058546050251064706,0.24132072597103313,0.11505932618986084,0.012200000000000571,0.036600000000001714,0.05
8,0.5223800000000001,False,0,0.0,0.3671,0.8846999999999999,0.0,0.0,0.0,0.0,1.8729818180667503,0.18480419323825475,2.0486667685527005,1.0312006320245195,0.4160804925575012,0.21207356944215175,0.3284000000000005,0.621119988408037,0.05
9,0.53478,False,0,0.0,0.33540000000000003,1.0,0.0,0.0,0.0,0.0,1.7566112834189256,0.09365978789097247,1.5202888888888897,0.05761053144463754,0.27227047148488365,0.05583073292288654,0.013600000000000478,0.04080000000000143,0.05
10,0.47925000000000006,False,0,0.0,0.333,0.8205,0.0,0.0,0.0,0.0,1.9170688862693557,0.2817241071883595,1.8778889691398128,0.5357187089691918,0.43226793822616927,0.27176005933261693,0.2401000000000006,0.3654538137713167,0.05
11,0.46685,False,0,0.0,0.3413,0.7597999999999999,0.0,0.0,0.0,0.0,1.9225297046731853,0.2662932135274625,2.2326203864040597,0.91726651681662,0.5024614527613801,0.2928904307680425,0.4687000000000001,0.6207017077469662,0.05
12,0.46007,False,0,0.0,0.33049999999999996,0.7624000000000001,0.0,0.0,0.0,0.0,1.9194472258389215,0.28930274868310546,2.1013100316462774,0.8283944164077574,0.4797213343839566,0.278377687538555,0.3965000000000002,0.5297494218968061,0.05
13,0.53233,False,0,0.0,0.3811,0.8852,0.0,0.0,0.0,0.0,1.9226589416755129,0.20894453004468963,1.743303693243384,0.4599171900939227,0.4395156832320907,0.22245604700990623,0.15970000000000004,0.31940007827175004,0.05
14,0.56016,True,0,0.0,0.39180000000000004,0.9530000000000001,0.0,0.0,0.0,0.0,1.8375572576433137,0.13963299198376955,1.631411111111111,0.33979030952110006,0.3400884063368572,0.11973471423822114,0.07980000000000018,0.23940000000000053,0.05
15,0.5443,False,0,0.0,0.349,1.0,0.0,0.0,0.0,0.0,1.7583867139989948,0.0865801785751571,1.554907035647498,0.0670889339675879,0.27643727636108273,0.06035924484888363,0.0,0.0,0.05
16,0.52505,False,0,0.0,0.34940000000000004,0.9349000000000001,0.0,0.0,0.0,0.0,1.8291972242716024,0.1812558568553676,1.6398999950056414,0.3427764283326646,0.35097076297467994,0.17964362242482557,0.0797000000000001,0.2391000000000003,0.05
17,0.53942,False,0,0.0,0.3968,0.8722,0.0,0.0,0.0,0.0,1.9623237538004843,0.147234407653889,1.7335504714687855,0.45353963017696836,0.46520372324378656,0.1891230570761191,0.16100000000000025,0.3190197486050038,0.05
18,0.5261800000000001,False,0,0.0,0.36849999999999994,0.8941000000000001,0.0,0.0,0.0,0.0,1.9373144830422349,0.2538214826067904,1.7786279506943803,0.4435424330510245,0.42462401771221464,0.20790085577553483,0.15999999999999984,0.3199999999999997,0.05
19,0.45566000000000006,False,0,0.0,0.383,0.6252000000000001,0.0,0.0,0.0,0.0,2.0757720494656224,0.1959907285898165,2.3152438841687193,0.7517984266651733,0.6606640573189354,0.24216696426828566,0.5573999999999997,0.5080777893197062,0.05
20,0.53263,False,0,0.0,0.35650000000000004,0.9436,0.0,0.0,0.0,0.0,1.8715689443984675,0.18907116312491207,1.6376444444643135,0.33867725923588277,0.3652945119347155,0.1518554813244199,0.08540000000000057,0.23811938182348782,0.05
21,0.5271399999999999,False,0,0.0,0.3505,0.9393,0.0,0.0,0.0,0.0,1.8155256604044303,0.1735093062845264,1.7579139700495674,0.7248260346081605,0.35749928791227037,0.17800389756870297,0.15629999999999997,0.46889999999999993,0.05
22,0.5235400000000001,False,0,0.0,0.3724,0.8762000000000001,0.0,0.0,0.0,0.0,1.835278628137041,0.13421299803507125,1.759222219558437,0.4466310601615492,0.38651898873160445,0.1920318672057474,0.15960000000000027,0.31920000000000054,0.05
23,0.51637,False,0,0.0,0.30910000000000004,1.0,0.0,0.0,0.0,0.0,1.7135822435505976,0.09063432816713553,1.521769692224946,0.030121851657310725,0.23723783725021946,0.09046298044600289,0.0,0.0,0.05
24,0.5016700000000001,False,0,0.0,0.3154,0.9362999999999999,0.0,0.0,0.0,0.0,1.7795124613147806,0.1442733793876808,1.6686111097399974,0.33033259767849704,0.31062997278720605,0.1844227528068693,0.07980000000000004,0.23940000000000017,0.05
25,0.5166600000000001,False,0,0.0,0.3381,0.9333,0.0,0.0,0.0,0.0,1.7903697675528918,0.14965025292438577,1.6518987724985776,0.3369125035133676,0.32332790865870326,0.16212497672428453,0.08100000000000034,0.2386981357279522,0.05
26,0.45343,False,0,0.0,0.3421,0.7132,0.0,0.0,0.0,0.0,1.9230476371725245,0.20175491887296354,2.1230444295737465,0.5301721448751276,0.49515550845984063,0.24142895433664563,0.398900000000001,0.3989006016540973,0.05
27,0.52633,False,0,0.0,0.3505,0.9366,0.0,0.0,0.0,0.0,1.8412780540174534,0.16568882160241752,1.6530111111111156,0.33970654165683156,0.34790390071089006,0.1595488839591034,0.07980000000000018,0.23940000000000053,0.05
28,0.48682,False,0,0.0,0.31989999999999996,0.8763,0.0,0.0,0.0,0.0,1.8054604567236563,0.16863028275309278,1.7623555555555555,0.4475916343176119,0.3843900819708678,0.21363039448595242,0.15989999999999988,0.31980007817384887,0.05
29,0.52817,False,0,0.0,0.35119999999999996,0.9410999999999999,0.0,0.0,0.0,0.0,1.793501201314032,0.13613833750555632,1.6149111520449342,0.34473331968874826,0.3306100384460905,0.1458213711239692,0.07980000000000019,0.23940000000000056,0.05
