generation,fitness,accepted,mean_child_survival,mean_child_ttd_norm,mean_mother_ttd_norm,mean_child_injury,std_child_survival,mean_u_drift_end,std_u_drift_end,mean_overall_deficit_episode,std_overall_deficit_episode,mean_overall_deficit_end,std_overall_deficit_end,mean_local_deficit_episode,std_local_deficit_episode,mean_local_deficit_end,std_local_deficit_end,mutation_sigma
0,0.7872699999999999,True,0.0,0.29090000000000005,1.0,0.0,0.0,0.37499999999999994,0.00247206616236523,1.7380993818348973,0.06124855227762959,1.543373730301341,0.04351488373389434,0.2763743785044015,0.03521572199969583,0.013100000000001189,0.02595553890791073,0.0
1,0.71463,False,0.0,0.3038,0.8907,0.0,0.0,0.3779483320351917,0.021171220567232803,1.8364324862662127,0.19592236666271443,1.7464447699652794,0.4533368763063109,0.36035768213967373,0.18548689544513317,0.17160000000000092,0.31465288811641307,0.05
2,0.69139,False,0.0,0.2793,0.868,0.0,0.0,0.36222463942592315,0.007721279643211348,1.819310660660292,0.16438259944962472,1.7427444444435678,0.4555850560889056,0.35786018918656465,0.21588613515142102,0.1672000000000002,0.31711600401114975,0.05
3,0.6724899999999999,False,0.0,0.31010000000000004,0.8277999999999999,0.0,0.0,0.36588955907802095,0.004621808207954012,1.9242814881340404,0.2128588638682901,1.8907025144830871,0.5009736944477876,0.4580547713340529,0.2259686076288828,0.23999999999999955,0.36660605559646653,0.05
4,0.69675,False,0.0,0.2855,0.873,0.0,0.0,0.38395149672673146,0.01170262979293812,1.8347315513129359,0.21683359205570873,1.747733295022337,0.45605478820522977,0.3693809190773698,0.2026958591187446,0.15999999999999998,0.31999999999999995,0.05
5,0.6955,False,0.0,0.25660000000000005,0.8836,0.0,0.0,0.32090644530242896,0.13763352782870522,1.8018487548986524,0.21862883349024045,1.7651444481743717,0.44428434453277954,0.3114222008466254,0.23602309283445952,0.1728000000000008,0.3134098913563513,0.05
6,0.7464999999999999,False,0.0,0.29779999999999995,0.9388,0.0,0.0,0.3868811956415801,0.004017323597731324,1.832974286120431,0.18089378603125802,1.6925568819032795,0.3471921840729969,0.3484715609106718,0.16098566596862865,0.1220000000000014,0.2460390212954038,0.05
7,0.7829499999999999,False,0.0,0.2765,1.0,0.0,0.0,0.33304349726701066,0.09825646511843387,1.7432983227586654,0.1307558479723177,1.5329225482381879,0.05099705603554752,0.2550365044762025,0.10464238143690628,0.0032000000000006142,0.007807688518378296,0.05
8,0.7385099999999999,False,0.0,0.28819999999999996,0.9315,0.0,0.0,0.3781096850880221,0.002291287847477916,1.7814648773687138,0.13389213493023422,1.6577444440751337,0.3357706034484694,0.3408085995940361,0.16618664397628433,0.08720000000000024,0.23856772623303377,0.05
9,0.6546099999999999,False,0.0,0.2757,0.817,0.0,0.0,0.3857743607141769,0.0030912061651652382,1.8425892777153805,0.18855165211079572,1.846366666666666,0.5264773266078019,0.401649861276583,0.2217803158275056,0.2396999999999998,0.3661480711406244,0.05
10,0.78577,False,0.0,0.2859,1.0,0.0,0.0,0.3756361289726704,0.004268749491621916,1.7552910809116864,0.10742523170767752,1.5266042760386536,0.034437225514404146,0.28134699026444665,0.05053318033491138,0.0,0.0,0.05
11,0.73896,False,0.0,0.2764,0.9372,0.0,0.0,0.3602711902467919,0.0018929694486000894,1.7620960165787438,0.12521327953201494,1.677533974202476,0.3414880531982317,0.3239332737917525,0.15833976194049407,0.11790000000000127,0.2398042743572351,0.05
12,0.73556,False,0.0,0.2723,0.9340999999999999,0.0,0.0,0.38177022738343924,0.0019720265943665325,1.7448466372978335,0.12987493193079083,1.643002837511665,0.33719626998767616,0.3156699187553017,0.16873406489124856,0.08800000000000027,0.23732509348992115,0.05
13,0.65615,False,0.0,0.29460000000000003,0.8111,0.0,0.0,0.3810662541722448,0.0038042374035044736,1.8717885789712774,0.24262981690162877,1.8946912306043846,0.5021575484207255,0.43342657966032483,0.24753019919788335,0.27060000000000073,0.35150055476485287,0.05
14,0.71153,False,0.0,0.3049,0.8858,0.0,0.0,0.3651795681121036,0.006904105059069342,1.88247552802011,0.25852712419739987,1.744107660515676,0.4547680972809059,0.39426691872120034,0.22691087614489286,0.1599999999999997,0.3199999999999994,0.05
15,0.6971599999999999,False,0.0,0.29619999999999996,0.869,0.0,0.0,0.37378211841641484,0.005678908345800284,1.8749531471473808,0.18056578440938986,1.7704345782819046,0.4421675583964075,0.40873052644543895,0.20232003485760827,0.1693000000000004,0.3157651184029032,0.05
16,0.6462899999999999,False,0.0,0.2734,0.8061,0.0,0.0,0.37700153327898156,0.005398044913567227,1.8397649276346715,0.1952196807532305,1.8631777777777685,0.5211664415070029,0.4261515460567972,0.23841917208990296,0.2394999999999996,0.36584347745996454,0.05
17,0.74508,False,0.0,0.2898,0.9401999999999999,0.0,0.0,0.38755531947022887,0.00305505046330391,1.8018816959760244,0.19927990716263494,1.6283794214884444,0.3419477206774157,0.3337085130101948,0.16355391061817798,0.08290000000000017,0.23886751558133587,0.05
18,0.6438699999999999,False,0.0,0.2812,0.7993,0.0,0.0,0.35722103546054285,0.0022110831935702666,1.8710163718272859,0.18113366066245504,1.8530982117431853,0.5225745221946849,0.44328813632188524,0.24102745584284385,0.23969999999999966,0.3661477980269711,0.05
19,0.69564,False,0.0,0.2902,0.8694000000000001,0.0,0.0,0.3771753068956579,0.0036855573979160112,1.837265350795874,0.18219090944358518,1.7667676967947579,0.44564731028108984,0.3927618012571337,0.2164317762296345,0.17040000000000033,0.3160798000505563,0.05
20,0.69519,False,0.0,0.2852,0.8709,0.0,0.0,0.36882120239417054,0.0044378423185647995,1.8651716643274194,0.1926776669847991,1.752720011759075,0.45136744004030627,0.4028137532836813,0.20976501386228136,0.15979999999999972,0.3196003128909602,0.05
21,0.55936,False,0.0,0.30119999999999997,0.67,0.0,0.0,0.36313595069020443,0.0030776975521032354,1.961923272815067,0.20607806740358225,2.101829466688006,0.5599728344207217,0.5599411522079862,0.25760993601350457,0.3994999999999997,0.39950050062546827,0.05
22,0.79243,True,0.0,0.3081,1.0,0.0,0.0,0.3810885111516821,0.004784233364802437,1.7803645441784972,0.08354385320964082,1.5622222222222235,0.15112254041744871,0.2977437687027419,0.060772016524116686,0.035500000000000906,0.10650000000000272,0.05
23,0.78982,False,0.0,0.2994,1.0,0.0,0.0,0.3838328743358493,0.00408588355737709,1.756573346738648,0.050432094395927024,1.5290000028398314,0.05005818987618411,0.2821379012190151,0.026543414477917356,0.01510000000000089,0.03391297686727172,0.05
24,0.6876800000000001,False,0.0,0.2667,0.8681000000000001,0.0,0.0,0.3355045906145905,0.0991499252358461,1.822867705315214,0.18175316119560944,1.7319666666681637,0.4589506604905775,0.35197810081403436,0.22318415608536998,0.15969999999999995,0.3194000782717499,0.05
