generation,fitness,accepted,num_threats_active,mean_child_survival,mean_child_ttd_norm,mean_mother_ttd_norm,mean_child_injury,std_child_survival,mean_u_drift_end,std_u_drift_end,mean_overall_deficit_episode,std_overall_deficit_episode,mean_overall_deficit_end,std_overall_deficit_end,mean_local_deficit_episode,std_local_deficit_episode,mean_local_deficit_end,std_local_deficit_end,mutation_sigma
41,0.66245,False,0,0.0,0.38570000000000004,0.9391999999999999,0.0,0.0,0.0,0.0,1.8697773322526878,0.19831578511341708,1.6256554188542942,0.34206734160892316,0.35419757102570737,0.16512379186275059,0.08470000000000066,0.23852968368737765,0.05
42,0.63325,False,0,0.0,0.32120000000000004,0.9452999999999999,0.0,0.0,0.0,0.0,1.8317299342229965,0.25258475144509784,1.63038559029127,0.34430757680592705,0.3268732326083177,0.20167215309369638,0.07999999999999996,0.23999999999999988,0.05
43,0.55255,False,0,0.0,0.2973,0.8078,0.0,0.0,0.0,0.0,1.8518933977082803,0.21277123510752682,1.8701660130485802,0.5190560869246964,0.40149846137422757,0.255190520540397,0.23950000000000063,0.36584265743622724,0.05
44,0.6432,False,0,0.0,0.3493,0.9371,0.0,0.0,0.0,0.0,1.8047479826969082,0.1460823733358218,1.6267551563541898,0.3424118053633432,0.3126401848338757,0.16602160238655816,0.08740000000000084,0.23825163168381552,0.05
45,0.64825,False,0,0.0,0.35910000000000003,0.9374,0.0,0.0,0.0,0.0,1.8436408797191675,0.18041786118245656,1.6389111111111112,0.33797357556143043,0.35667337179596326,0.159136941423682,0.07980000000000007,0.23940000000000022,0.05
46,0.5961,False,0,0.0,0.3203,0.8718999999999999,0.0,0.0,0.0,0.0,1.831139606929798,0.19075929850364276,1.7577215397562025,0.4481250893721262,0.3768154218559245,0.21898341943944902,0.15940000000000049,0.31880125470267623,0.05
47,0.65665,False,0,0.0,0.37649999999999995,0.9368000000000001,0.0,0.0,0.0,0.0,1.9179812058670902,0.23387411601281408,1.656611111129486,0.3347734972056275,0.372063302309673,0.15083455119481534,0.07980000000000023,0.23940000000000067,0.05
48,0.5811999999999999,False,0,0.0,0.3446,0.8177999999999999,0.0,0.0,0.0,0.0,1.8860332168929237,0.20583877757866798,2.2139989401475235,1.191447582740686,0.430361721924276,0.2378588945453238,0.39030000000000026,0.62767030358302,0.05
49,0.647,False,0,0.0,0.38539999999999996,0.9086000000000001,0.0,0.0,0.0,0.0,1.9816858856268253,0.38145243813044855,1.8129000000000015,0.4730013584142541,0.43270578919042746,0.24293716350002306,0.21210000000000112,0.3318163498081441,0.05
50,0.63795,False,0,0.0,0.3609,0.915,0.0,0.0,0.0,0.0,1.859401541162796,0.24138659729260367,1.7721779513941365,0.4430957149239913,0.37732764980490596,0.19749119349509592,0.16790000000000094,0.31645835429010294,0.05
51,0.6297,False,0,0.0,0.31020000000000003,0.9492,0.0,0.0,0.0,0.0,1.7610421138174317,0.16911322224048958,1.6778000000000002,0.33037306185583587,0.2942534138723099,0.15816707910544311,0.07999999999999997,0.23999999999999994,0.05
52,0.6543,False,0,0.0,0.36750000000000005,0.9410999999999999,0.0,0.0,0.0,0.0,1.8394986154414006,0.1646593498129538,1.6797697987874383,0.34148701874520215,0.3180305984631056,0.15182449477995383,0.11420000000000163,0.23423697402417126,0.05
53,0.6725,False,0,0.0,0.345,1.0,0.0,0.0,0.0,0.0,1.7806580412780857,0.14270782443009247,1.5432444444528575,0.07707819982434413,0.28537524678162035,0.07532938101784385,0.010800000000000438,0.03240000000000132,0.05
54,0.66805,False,0,0.0,0.33609999999999995,1.0,0.0,0.0,0.0,0.0,1.7679079706159513,0.09822731786463322,1.544341932519204,0.05272080343612346,0.28864488648961484,0.07598244883756554,0.0008000000000002956,0.002400000000000887,0.05
55,0.5351,False,0,0.0,0.38330000000000003,0.6869,0.0,0.0,0.0,0.0,2.0133539777661857,0.1733561598135117,2.3110170651373405,0.9838555586271345,0.599863634168448,0.2406668173955195,0.48460000000000053,0.5209748938288676,0.05
56,0.6775,False,0,0.0,0.35500000000000004,1.0,0.0,0.0,0.0,0.0,1.8191292240727321,0.16248159568912807,1.5703,0.05123485141971235,0.30616844804536936,0.09764949341324915,0.0,0.0,0.05
57,0.65905,False,0,0.0,0.35309999999999997,0.9650000000000001,0.0,0.0,0.0,0.0,1.838661829682555,0.19255291043448175,1.6580111111111115,0.33563882870331696,0.3191494071009617,0.13270915689252868,0.0798000000000004,0.2394000000000012,0.05
58,0.61605,False,0,0.0,0.354,0.8781000000000001,0.0,0.0,0.0,0.0,1.841370751294909,0.1860579482509055,1.7361355092189996,0.4616950426479723,0.37869295069755715,0.19479834853023717,0.15980000000000089,0.3191008617976464,0.05
59,0.638,False,0,0.0,0.3384,0.9376,0.0,0.0,0.0,0.0,1.8056758126410681,0.1313908358811914,1.6298334255642366,0.3418270392264061,0.3338335374195477,0.15773951586262716,0.08290000000000039,0.23886751558133654,0.05
60,0.627,False,0,0.0,0.3702,0.8838000000000001,0.0,0.0,0.0,0.0,1.875468668003957,0.2196857344710516,1.7413468704414654,0.4430050501525255,0.3910365925651383,0.20501992407282288,0.1596000000000004,0.31920000000000076,0.05
61,0.6143000000000001,False,0,0.0,0.3527,0.8759,0.0,0.0,0.0,0.0,1.8312633441559658,0.1280652435322745,1.7387103639713153,0.45478962440840776,0.379722550309269,0.18882196987418018,0.15940000000000015,0.3188012547026755,0.05
62,0.6939500000000001,True,0,0.0,0.3879,1.0,0.0,0.0,0.0,0.0,1.7724674485319085,0.07864009134182721,1.5129444444828568,0.02320213122998862,0.28859348489041364,0.06334288634920557,0.005400000000000361,0.01620000000000108,0.05
63,0.6669,False,0,0.0,0.3338,1.0,0.0,0.0,0.0,0.0,1.762706634057372,0.06940042648268753,1.548100003470728,0.05441039160193507,0.24068375924439192,0.03374171993354009,0.0,0.0,0.05
64,0.6729,False,0,0.0,0.3458,1.0,0.0,0.0,0.0,0.0,1.7755848516337533,0.09857382399221466,1.5480000000000427,0.06673979322723057,0.2462206220064212,0.07438148274631169,0.0,0.0,0.05
65,0.6489,False,0,0.0,0.29779999999999995,1.0,0.0,0.0,0.0,0.0,1.7140347100384368,0.06072833200175305,1.5805724093974118,0.08974860673041622,0.2213290514100144,0.07097026663370959,0.02160000000000059,0.06480000000000177,0.05
66,0.67425,False,0,0.0,0.3485,1.0,0.0,0.0,0.0,0.0,1.7191215446975199,0.05342949520747686,1.5511888888888896,0.06309189946243442,0.2373026055735991,0.03248919048200387,0.011800000000000452,0.03540000000000136,0.05
