generation,fitness,accepted,mean_child_survival,mean_child_ttd_norm,mean_mother_ttd_norm,mean_child_injury,std_child_survival,mean_u_drift_end,std_u_drift_end,mean_overall_deficit_episode,std_overall_deficit_episode,mean_overall_deficit_end,std_overall_deficit_end,mean_local_deficit_episode,std_local_deficit_episode,mean_local_deficit_end,std_local_deficit_end,mutation_sigma
0,0.74402,True,0.0,0.29490000000000005,0.9365,0.0,0.0,0.3911119989369705,0.06510341146738316,1.8360194973058401,0.2763785334606191,1.653018782382062,0.33719077222004695,0.3272662840267573,0.15845067236256832,0.09500000000000146,0.23761397265312548,0.0
1,0.7924599999999999,True,0.0,0.30820000000000003,1.0,0.0,0.0,0.387411646401652,0.043001140776244395,1.8003595793539042,0.11277622385977379,1.5164781032986123,0.03942558768371367,0.29654389114319524,0.07080725333179569,0.011900000000000844,0.02812276657798969,0.05
2,0.73952,False,0.0,0.28409999999999996,0.9347,0.0,0.0,0.38927696861310607,0.04164467367281321,1.814317761307657,0.18166983941730325,1.6275444444444176,0.3427894737781045,0.3004244540671931,0.16643481456648537,0.08720000000000047,0.23856772623303416,0.05
3,0.62966,False,0.0,0.3057,0.7685000000000001,0.0,0.0,0.3847740582141027,0.04574082552722251,1.9611217168049109,0.2593562221456142,1.9915131133616364,0.540457115650125,0.4965676980018211,0.2550801557189937,0.3197999999999995,0.39167353752838535,0.05
4,0.74317,False,0.0,0.28390000000000004,0.9400000000000001,0.0,0.0,0.36231347657916124,0.023553808907017238,1.8297563802999366,0.23130819062589975,1.6235000000650657,0.3437252536313396,0.31651236326478055,0.15968398123258384,0.07999999999999999,0.23999999999999994,0.05
5,0.69549,False,0.0,0.2673,0.8790000000000001,0.0,0.0,0.3461204869476125,0.16969791085503683,1.8878145690669386,0.32683063660276707,1.7597879031789738,0.4472778688448197,0.3419210482963501,0.25686075434551064,0.16910000000000108,0.31592608312705095,0.05
6,0.7109599999999999,False,0.0,0.3177,0.8795,0.0,0.0,0.3935009719859177,0.05354002815223553,1.96135073366183,0.27653806614274734,1.8047568613862623,0.4422115865909272,0.4069975100576869,0.20486670341104554,0.20020000000000177,0.31376864088050677,0.05
7,0.7817799999999999,False,0.0,0.27259999999999995,1.0,0.0,0.0,0.3322482411572628,0.10545446665265676,1.7460918683180249,0.12099500228103689,1.5331225482381878,0.050918471157306945,0.2415362628403474,0.09062677488423584,0.0032000000000006142,0.007807688518378296,0.05
8,0.6962999999999999,False,0.0,0.28609999999999997,0.8721,0.0,0.0,0.38122073369821696,0.010530079488218479,1.8136606546324099,0.1754169461040576,1.7736444444499575,0.4439306997360639,0.3769373682983059,0.21838407884312325,0.16690000000000008,0.3165174402777824,0.05
9,0.70238,False,0.0,0.2772,0.8846,0.0,0.0,0.36938288864131935,0.031031693905398398,1.8239278522274756,0.15877429459452969,1.7311666666666663,0.4593471622118703,0.35411916039034824,0.19114171149568326,0.1596999999999998,0.31940007827174954,0.05
10,0.77896,False,0.0,0.2632,1.0,0.0,0.0,0.33937335639106936,0.10144615581453222,1.7085931912580832,0.06975261040918773,1.5187042760386538,0.030327546266400423,0.23127734591580582,0.07621411493710063,0.0,0.0,0.05
11,0.69455,False,0.0,0.27209999999999995,0.8756,0.0,0.0,0.37419704546973387,0.033213625546324156,1.794198323695975,0.16744192776828296,1.7924441115092276,0.44119363161567104,0.36311693134130796,0.21658240755772934,0.19770000000000118,0.309840943065954,0.05
12,0.73795,False,0.0,0.27979999999999994,0.9343,0.0,0.0,0.38304496499263213,0.02967801312847299,1.773782547388964,0.12397462613077505,1.6441695040392794,0.3406676082647997,0.32091737491194455,0.17069414324662743,0.08830000000000027,0.23822008731423092,0.05
13,0.6115200000000001,False,0.0,0.2884,0.7500000000000001,0.0,0.0,0.36891572716692556,0.024425084986967424,1.9121304212202728,0.2481242918542072,2.0096023417154956,0.5294280324595123,0.47528139840282096,0.2570577103353352,0.35040000000000077,0.3710485682494937,0.05
14,0.6625400000000001,False,0.0,0.311,0.8132000000000001,0.0,0.0,0.4114138375084682,0.03919548787506373,1.9508204743023374,0.19968097102448837,1.861634938381816,0.5171090331714071,0.4351763192961167,0.2096281385666593,0.23960000000000026,0.36599540980728196,0.05
15,0.6173799999999999,False,0.0,0.28250000000000003,0.7609,0.0,0.0,0.36087086893329545,0.10884226538134772,1.9607223427236078,0.3003311671269159,1.9970008816982578,0.5347381309328854,0.4549203948822155,0.2796165366140089,0.32639999999999997,0.38637551682268817,0.05
16,0.65206,False,0.0,0.2833,0.8101,0.0,0.0,0.3751051893725407,0.03268178514253164,1.8608157725810295,0.1934722295640757,1.863522222222206,0.5216813535975121,0.40562383578350075,0.2209258896490706,0.23960000000000012,0.3659951365797094,0.05
17,0.74921,False,0.0,0.2905000000000001,0.9458,0.0,0.0,0.37047637650238563,0.03221243689685423,1.8356993281744525,0.20525495747249128,1.6283794214884444,0.3419477206774154,0.3333618020861496,0.15335980982107617,0.08290000000000008,0.23886751558133562,0.05
18,0.5490299999999999,False,0.0,0.2691,0.6689999999999999,0.0,0.0,0.34194069208926886,0.10345664299216357,1.975748141444583,0.2631710443205904,2.0865648950421627,0.5711661211732333,0.49667754728983676,0.27867195848411075,0.3988000000000003,0.39880215646357814,0.05
19,0.70229,False,0.0,0.29999999999999993,0.8747,0.0,0.0,0.40854877698152714,0.08583836953534979,1.8954730149305097,0.3084813675651358,1.7895178335224464,0.48564408013351323,0.40218207927970323,0.24316683419591836,0.17260000000000134,0.31496069596062204,0.05
20,0.6895199999999999,False,0.0,0.267,0.8705999999999999,0.0,0.0,0.36388178300614876,0.02932025548257138,1.8432473638566627,0.1995267131970073,1.752286678501611,0.45050606504626195,0.3785485732682883,0.21188171759281613,0.15949999999999975,0.3190007053283734,0.05
21,0.69583,False,0.0,0.2913,0.8692,0.0,0.0,0.3687800804471347,0.04433806894810366,1.8389861955281899,0.15069371175159368,1.7621887951419495,0.44953131855737394,0.39457773697153875,0.19685502751813364,0.18250000000000105,0.3120766732711684,0.05
22,0.7452200000000001,False,0.0,0.308,0.9326000000000001,0.0,0.0,0.3790248590098167,0.030795697456607443,1.8471819453946874,0.15594986388190973,1.6790066668625248,0.36201147147390217,0.3405629952977836,0.14554758682343974,0.11520000000000105,0.2507037295294999,0.05
23,0.78028,False,0.0,0.2676,1.0,0.0,0.0,0.35107874512155784,0.11847908142050481,1.7363449132223807,0.07530545154615972,1.5234333333384789,0.04987808469751397,0.24238588946789016,0.07609582943276773,0.01100000000000044,0.03300000000000132,0.05
24,0.7327700000000001,False,0.0,0.2644,0.9335000000000001,0.0,0.0,0.3282895178083912,0.10803395192020261,1.8080228336455602,0.1520298009856216,1.6170555555570523,0.3445237372884553,0.30829256897638824,0.176759043303065,0.07990000000000005,0.23970000000000014,0.05
25,0.6900399999999999,False,0.0,0.28179999999999994,0.865,0.0,0.0,0.37773998903273154,0.026857132035561775,1.8676736817083524,0.22051993383985277,1.7568138925226857,0.45333454913952176,0.36735268427987045,0.19666392017510656,0.1664000000000003,0.3159794930054794,0.05
26,0.7065999999999999,False,0.0,0.29080000000000006,0.8847999999999999,0.0,0.0,0.36001625020623257,0.021758515042900144,1.8519626069328823,0.1811472704690375,1.7389999999999997,0.4579105632660344,0.37079935377301115,0.19459875506846383,0.15969999999999987,0.3194000782717497,0.05
27,0.6541599999999999,False,0.0,0.27699999999999997,0.8158,0.0,0.0,0.3573574910014662,0.019377927645850543,1.8704272454619866,0.18648022992714608,1.876427202521399,0.5105108251583355,0.3965668386527614,0.23198081953674868,0.2556000000000006,0.3582795556545185,0.05
28,0.69712,False,0.0,0.28580000000000005,0.8734,0.0,0.0,0.38047228793458154,0.029438804837700713,1.8573276179408258,0.16611041692259323,1.7997333338714,0.44522924915812884,0.38151339757702984,0.1847428265004966,0.19080000000000089,0.31762487308143916,0.05
29,0.7871199999999999,False,0.0,0.2904,1.0,0.0,0.0,0.3797777841530937,0.0388822730199536,1.795423884586611,0.07778985295680736,1.5648000000022635,0.09371350878342985,0.2950892455804517,0.04734364038510223,0.03570000000000166,0.068044176826532,0.05
