generation,fitness,accepted,num_threats_active,mean_child_survival,mean_child_ttd_norm,mean_mother_ttd_norm,mean_child_injury,std_child_survival,mean_u_drift_end,std_u_drift_end,mean_overall_deficit_episode,std_overall_deficit_episode,mean_overall_deficit_end,std_overall_deficit_end,mean_local_deficit_episode,std_local_deficit_episode,mean_local_deficit_end,std_local_deficit_end,mean_du_plastic_episode,std_du_plastic_episode,mean_peak_du_plastic_episode,std_peak_du_plastic_episode,mean_plastic_active_frac,std_plastic_active_frac,mean_lr_eff_episode,std_lr_eff_episode,mean_peak_u_drift_episode,std_peak_u_drift_episode,frac_forage,frac_care,frac_self,frac_protect,maternal_fraction,std_maternal_fraction,mutation_sigma,u_forage_child_hunger,u_forage_energy_deficit,u_forage_low_fear,u_care_child_warmth,u_care_closeness_deficit,u_care_bonding,u_self_fatigue,u_self_fear,u_self_stress,u_protect_child_injury,u_protect_fear,u_protect_closeness_deficit,u_protect_bonding
0,0.41344999999999993,True,1,0.0,0.2363,0.8109999999999999,55.1,0.0,0.0,0.0,2.117861388251307,0.6382893138473495,2.361679865681675,1.4557232518803993,0.5152363136390125,0.4784796697513629,0.44428327088570174,0.7288110357287796,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.7614084128424888,0.11637865919887118,0.07335050745036689,0.048862420508273,0.16524107970714416,0.13278821010137104,0.0,0.8583167588433658,0.472893955906386,0.4569913305979141,0.8749101741162848,0.9506682793582246,0.9371951456464261,0.22034524926761623,0.3043875920159928,0.30166134675608647,0.8215249806900666,0.509053549563442,0.8461145033098338,1.0
1,0.3783000000000001,False,1,0.0,0.2613,0.8025,76.8,0.0,0.0,0.0,1.9507678283217316,0.3673067571866773,2.3614350945012097,1.2158695584786676,0.4861955398159335,0.39139880731089005,0.5980532508345979,0.8550347963408291,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.7511040465903875,0.14887967684248843,0.06756214531010143,0.03245413125702258,0.181333808099511,0.13592894870484773,0.05,0.8166335176867315,0.445787911812772,0.41398266119582816,0.8498203482325696,1.0,0.9743902912928523,0.14069049853523247,0.3087751840319856,0.30332269351217295,0.7430499613801332,0.5181070991268839,0.7922290066196677,1.0
2,0.38565000000000005,False,1,0.0,0.2601,0.7512000000000001,60.0,0.0,0.0,0.0,2.076510229832328,0.43557295335795576,2.5500893115193026,1.2676340821248895,0.5413873911527183,0.4152804484090847,0.6917281955219129,0.8467235135630112,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.7554420767711174,0.14106374275699698,0.05534378084177758,0.04815039963010803,0.189214142387105,0.1430929556998264,0.05,0.8482565508494573,0.43689473504448606,0.48265367709976176,0.8621052505912989,0.941708864727001,0.9257442412002719,0.22889335292824414,0.256237151099406,0.29623711056925917,0.6983286786791373,0.5834681469521654,0.9043746955169852,1.0
3,0.40745,False,1,0.0,0.22959999999999997,0.8717,71.6,0.0,0.0,0.0,1.9504676971996548,0.4536803062542895,2.1644109581972533,1.273539311871062,0.40164890968816475,0.39079134520793496,0.36372173056043683,0.7111036434372254,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.7736341388296613,0.12852826344468135,0.07970890784174367,0.01812868988391377,0.14665695332859513,0.13057094753768173,0.05,0.8347748470652673,0.4754116355126698,0.44231373104344673,0.8363857148837321,0.9542723253789677,0.9058258746993917,0.19636673352888348,0.36403462019782246,0.29205539699579763,0.8426591898359069,0.44116995509435986,0.8251077408126543,0.9583373398286592
4,0.2963,False,1,0.0,0.2611,0.6603,82.2,0.0,0.0,0.0,2.1623800818643444,0.45285917828268973,2.9848027661328556,1.5501531799865949,0.6651053300699048,0.46231606275211595,0.959816932022755,0.9723535858366563,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.6420366828410947,0.17618673130934742,0.13657833369562453,0.04519825215393325,0.22138498346328067,0.143977278053489,0.05,0.849174216620712,0.45414124126097355,0.4983047782741794,0.8840406047513353,0.9789605695590423,0.9336442967243544,0.1846543464594981,0.3574181624504698,0.36112322302975536,0.827361665258221,0.536134932574611,0.7384962042091331,1.0
5,0.4168,True,1,0.0,0.2817,0.9339000000000001,95.5,0.0,0.0,0.0,1.9226889566645913,0.21047323356772793,1.717754317234484,0.6206461315608193,0.37989884772954513,0.22931433402182017,0.15928485210408422,0.4778545563122526,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.8144772861356933,0.10620825958702065,0.046224778761061944,0.033089675516224194,0.1392979351032448,0.09722180678165991,0.05,0.808387016178932,0.42449462428929,0.4724752378971445,0.9101353707663885,0.908733364368216,0.9157927203693403,0.22531694019144616,0.2914304733018768,0.25521804232070155,0.8371986007741057,0.5064095752524969,0.8813643585811813,1.0
6,0.41585000000000005,False,1,0.0,0.2516,0.8345,63.6,0.0,0.0,0.0,2.03445362107536,0.48013983217291,2.0164997676009073,0.8521371622286643,0.4642967574338317,0.3703116854302605,0.3475564736098196,0.5971872745172291,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.76776048823041,0.12197244817047892,0.06639202690125269,0.04387503669785839,0.1658474848683373,0.12702707609211258,0.05,0.8463275431282018,0.41349503707635527,0.47478946688936235,0.9840475648754631,0.9360307260141574,0.9941313165031274,0.15436563910778445,0.2274778590162479,0.21803888358683862,0.829680642182386,0.43816620354445196,0.8530325534724218,0.9502784175570836
7,0.41875,True,1,0.0,0.2655,0.8712,74.8,0.0,0.0,0.0,1.912897506162509,0.25410345582152344,1.8764914042469623,0.7875390944378817,0.40651831722223825,0.28901750154971856,0.2705299066925845,0.5948360526159244,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.7997170988558533,0.1253422265331169,0.03305676392572945,0.041883910685300285,0.16722613721841723,0.09893275216916131,0.05,0.797920232245352,0.34667163379915533,0.4727752706617113,0.9304732018965371,0.8872264828626221,0.981070138445895,0.24997950923131654,0.23971952485733475,0.21970801846162327,0.7662143218675235,0.5544615771870385,0.9000748726108819,0.9896142781685299
8,0.3901,False,1,0.0,0.2929,0.8083,80.25,0.0,0.0,0.0,2.065061510091712,0.44780577364012353,2.009003730584239,0.854993440175442,0.5370150909423241,0.40902985514922646,0.3964467076276095,0.6921073603130231,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.7360258712819785,0.1581939148901413,0.06690800156480395,0.03887221226307621,0.19706612715321753,0.10747062144506757,0.05,0.7173408536786102,0.41057132508566024,0.4588441958179816,0.9649651622250424,0.8619900838316175,1.0,0.23225831767120103,0.21378739214526124,0.2576162774034144,0.8129331151602635,0.4633947353934672,0.8909456859544893,1.0
9,0.38800000000000007,False,1,0.0,0.205,0.931,90.0,0.0,0.0,0.0,1.8208134160944571,0.23358546969385657,1.8314707240881833,0.9164394708227734,0.3025646958786494,0.2651641155870237,0.165735948841845,0.4965415378910324,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.8415741935483873,0.09715483870967742,0.04885806451612903,0.012412903225806451,0.10956774193548387,0.11701824097158206,0.05,0.8006590362115936,0.2584991300559366,0.4400569196087728,0.897584873036554,0.894908528729757,1.0,0.17617090645732972,0.2848719259958564,0.19943854139721748,0.8527845818529675,0.5095368801431301,0.9349923083903321,0.997611390423665
