generation,fitness,accepted,mean_child_survival,mean_child_ttd_norm,mean_mother_ttd_norm,mean_child_injury,std_child_survival,mean_u_drift_end,std_u_drift_end,mean_overall_deficit_episode,std_overall_deficit_episode,mean_overall_deficit_end,std_overall_deficit_end,mean_local_deficit_episode,std_local_deficit_episode,mean_local_deficit_end,std_local_deficit_end,mutation_sigma
0,0.42677,True,0.0,0.2479,0.603,34.85,0.0,0.3633333333333334,0.09433981132056604,2.222918970595626,0.3652962834747475,2.6894807429066967,1.1824822300344375,0.6418559043592282,0.32358108258748913,0.768707204412433,0.7070947971843222,0.0
1,0.51559,True,0.0,0.28300000000000003,0.6667000000000001,18.0,0.0,0.4009767863400553,0.014461635069690042,2.215944158439072,0.2888162144948029,2.328390214161942,0.8973458476251264,0.6104464510792948,0.2724290964873111,0.6674555301367525,0.8161239002468366,0.05
2,0.5990899999999999,True,0.0,0.18320000000000003,0.9279,52.7,0.0,0.2773159903263128,0.13923640508669716,1.9227878119819823,0.42118883128521123,1.8579944737615979,0.889711282408871,0.33281174618325,0.3556198027283475,0.25969447372842686,0.6501029993490764,0.05
3,0.6099199999999999,True,0.0,0.22719999999999999,0.8128,13.6,0.0,0.3312961385145917,0.0977946771104546,1.9756967435486956,0.3288809842362221,1.873878906250902,0.5131878353293308,0.3839491975836705,0.2709202225366866,0.24860000000000074,0.36105711459546047,0.05
4,0.61192,True,0.0,0.1544,1.0,67.2,0.0,0.22357054773526225,0.16992361047122417,1.7874039507962993,0.1812848097262116,1.5885056889137468,0.07374662593131394,0.20102726212794803,0.12119500450370435,0.006200000000000373,0.018600000000001116,0.05
5,0.5829200000000001,False,0.0,0.17670000000000002,0.8713000000000001,40.0,0.0,0.24415398573748806,0.16166050603835444,1.8529975416198745,0.2878220674168856,1.8790489905864731,0.7292174152837151,0.31288863675201395,0.2907014405545046,0.24767086596933754,0.5328882404698128,0.05
6,0.55108,False,0.0,0.2157,0.7921,34.05,0.0,0.3260213009391856,0.13967503460172492,2.0026143836792287,0.3196026535991645,2.1173272883522953,0.7930520666353418,0.44376175341223456,0.3050180707646549,0.41984825434685036,0.5525320997595861,0.05
7,0.48690999999999995,False,0.0,0.20949999999999996,0.7338,44.8,0.0,0.2911744796316877,0.15636933913017928,2.007310280382248,0.3451878332112041,2.206922310539504,0.7969036579463938,0.47142685145318364,0.356565800944743,0.5333497366445487,0.6539998574549669,0.05
8,0.5211399999999999,False,0.0,0.22599999999999998,0.7402,32.4,0.0,0.35487101732485615,0.09542518342641358,2.050523803098529,0.28462022658490527,2.0772008427554334,0.5730163399128033,0.45924190445468066,0.26731708419756844,0.39940159575520795,0.39940195109937876,0.05
9,0.6483399999999999,True,0.0,0.22729999999999997,0.8825,18.8,0.0,0.3723432814826554,0.09915776600570238,2.0040672543561557,0.2702783535500729,1.9352555558310764,0.4958827020988475,0.4140849197953479,0.2436642346084083,0.29330000000000406,0.35050878733635277,0.05
