generation,fitness,accepted,num_threats_active,mean_child_survival,mean_child_ttd_norm,mean_mother_ttd_norm,mean_child_injury,std_child_survival,mean_u_drift_end,std_u_drift_end,mean_overall_deficit_episode,std_overall_deficit_episode,mean_overall_deficit_end,std_overall_deficit_end,mean_local_deficit_episode,std_local_deficit_episode,mean_local_deficit_end,std_local_deficit_end,mean_du_plastic_episode,std_du_plastic_episode,mean_peak_du_plastic_episode,std_peak_du_plastic_episode,mean_plastic_active_frac,std_plastic_active_frac,mean_lr_eff_episode,std_lr_eff_episode,mean_peak_u_drift_episode,std_peak_u_drift_episode,frac_forage,frac_care,frac_self,frac_protect,maternal_fraction,std_maternal_fraction,mutation_sigma,u_forage_child_hunger,u_forage_energy_deficit,u_forage_low_fear,u_care_child_warmth,u_care_closeness_deficit,u_care_bonding,u_self_fatigue,u_self_fear,u_self_stress,u_protect_child_injury,u_protect_fear,u_protect_closeness_deficit,u_protect_bonding
0,0.40655,True,1,0.0,0.2516999999999999,0.8708,77.35,0.0,0.38417766031915196,0.16064075231104555,1.9576358637811666,0.3189241991966917,1.8830237723502692,0.8148606253755484,0.3877085632262811,0.3053719224347585,0.2500446609632213,0.5397713330962128,0.02472275438532113,0.011032040144227078,0.15740605892406206,0.03566272145899008,0.37181606680931245,0.04431185824123057,0.04128756463591752,0.0021753927467237557,0.4536826434441844,0.15718775943727106,0.7642213297991249,0.19467716283971515,0.031101507361159908,0.01,0.20467716283971513,0.13799200138252768,0.0,0.9259737920307082,0.43656248096225486,0.5120210013098105,0.8598021284101007,0.900867204981346,0.919719691549025,0.3639566132026395,0.332986818719077,0.2772309561929884,0.9732894513228951,0.4790536637231113,0.9733152951984898,0.9108391261294089
1,0.3416,False,1,0.0,0.2764,0.7304,80.9,0.0,0.3363783946611897,0.1617605628859332,2.158970468921956,0.4000709485555109,2.4791566615111096,1.2522314678169995,0.5282105148112071,0.35787622211358544,0.6034853252149125,0.7890891388439617,0.03463615916167516,0.020261756128028205,0.15214096224414325,0.04016293098304686,0.4110663666708919,0.10475017425704927,0.04270312149072343,0.0022948748069329364,0.38861358800059975,0.17780495130484325,0.6759534879790425,0.2823120082815735,0.03362063210377318,0.008113871635610765,0.29042587991718427,0.20927765148488844,0.05,0.9519475840614163,0.3731249619245097,0.5240420026196211,0.8196042568202014,0.9017344099626919,0.93943938309805,0.42791322640527907,0.365973637438154,0.25446191238597676,1.0,0.4581073274462226,1.0,0.9216782522588177
2,0.4676,True,1,0.0,0.3282999999999999,0.8127000000000001,51.45,0.0,0.37714872070826383,0.035283377952700895,2.0943585033635963,0.3083650026846485,2.1538192893815955,0.9860365812963137,0.5154399340845478,0.30365304279765354,0.46897567397972945,0.7582692573788107,0.02987913861198862,0.013632663640422751,0.1600000000000001,0.020000000000000018,0.40065536182102157,0.0768043792393907,0.04255434551796687,0.0016313530981445963,0.42443937964694134,0.06444557017040853,0.7062176971279199,0.24748046577662386,0.045186452480071686,0.0011153846153846153,0.2485958503920085,0.131756860844038,0.05,0.9513609167212684,0.48521608412321227,0.49418892074061055,0.8203873974557285,0.8892383191510644,0.877344629012759,0.27654398442678174,0.3733903972444614,0.3392207270439597,1.0,0.45191281209094447,0.9491078216359363,0.9768305173424677
3,0.43195000000000006,False,1,0.0,0.2332,0.8707,60.0,0.0,0.30898196771914876,0.1345638193654419,1.8535285521451552,0.31681235086476933,2.0707638399566783,1.1093310068889113,0.36170530160704883,0.3335147891960097,0.38883050662334495,0.7896523887602852,0.02472108986217878,0.014418252217316527,0.13691942279765598,0.02628697772169876,0.3842879094900372,0.06199646099732002,0.04078232468525235,0.0021425213079968013,0.3492278351747344,0.14534376962950948,0.7954499268265225,0.16947919621749408,0.034466925588202184,0.0006039513677811551,0.17008314758527526,0.14107914151238646,0.05,1.0,0.487806949882601,0.5756228919904004,0.8020873852497699,0.8880262147055595,0.8360163583302096,0.198774066478131,0.3532968774127446,0.30877607580800925,0.9966921358052732,0.5095220169048784,0.9487429202310842,1.0
4,0.3928,False,1,0.0,0.26480000000000004,0.8019999999999999,70.3,0.0,0.3186461938870826,0.13580698616825695,2.0085070171967674,0.3702608913588257,2.232410989867489,1.0568742291578561,0.46109572088875905,0.371207038014624,0.4867173181571637,0.7341334081936826,0.028637145963933647,0.015760823864536318,0.14226911594599906,0.03190310595207074,0.3949439357378627,0.07325879650720027,0.041584495055572955,0.002219219423095603,0.37222064792708087,0.15549907527922582,0.7353157407573857,0.22058318963590043,0.040858696725357906,0.003242372881355933,0.22382556251725635,0.17320233870384813,0.05,0.9370757327316102,0.517144371348287,0.5498198929094282,0.8361278944925892,0.9775352130460575,0.924025821121424,0.2732757859806749,0.3985882408091774,0.22542372518501186,0.9665500915145093,0.5393189037881964,1.0,1.0
5,0.38639999999999997,False,1,0.0,0.3046,0.7322,66.0,0.0,0.3990675528159685,0.046436350432193754,2.159135570191757,0.44078463466531864,2.5719797398403497,1.3101806155725406,0.5912646327770253,0.37716110929433233,0.6894042143087408,0.8493871460437327,0.030760589854139403,0.011895034577741007,0.15500000000000008,0.015000000000000015,0.40996806466995955,0.058092010167587416,0.04261543771070707,0.0020415118774581827,0.4264584960234828,0.037574988383575446,0.6590881127796742,0.2718766552238309,0.06537611249963945,0.003659119496855346,0.2755357747206863,0.1468392295609385,0.05,0.9933512848935598,0.4805987983748738,0.5037490377515421,0.8258202031984087,0.8730872759264418,0.9125093496550428,0.2581400976401814,0.3813182374985046,0.3717316020592871,0.9565355027493936,0.4104852162046327,1.0,0.9207409366951282
6,0.40145,False,1,0.0,0.26559999999999995,0.7321000000000001,48.7,0.0,0.3288604668234421,0.1681441989623278,2.0667965650678335,0.363106573597538,2.567856926798423,1.2937115024850334,0.5256180507987576,0.38742779489688267,0.7191155826348767,0.9197853414854463,0.03333868694553737,0.017901600153803713,0.1391368299127985,0.03729190750485722,0.4204995066005234,0.08845609950005219,0.04233988341660354,0.002432880464459607,0.37110508315238544,0.18548052790952338,0.6977439575634516,0.26367714411921067,0.03626639831733767,0.0023125,0.26598964411921067,0.19789627965121268,0.05,0.9235017128036972,0.5224121754718242,0.48878533885920916,0.7930095210304472,0.8058115670678904,0.9351493325211053,0.2708737675217675,0.37258601720446005,0.35671459813706785,1.0,0.4615954129349106,0.931832375154616,0.9921792568982629
7,0.46590000000000004,False,1,0.0,0.3328,0.8038000000000001,51.2,0.0,0.3729566049704178,0.04576650588994777,2.100945335199322,0.2953383804791758,2.4395552687653073,1.5643658575690498,0.5320564061275409,0.3137733580867366,0.5649171563814454,0.8654799503366621,0.029400664355933852,0.011697846636302606,0.15000000000000008,4.8074067159589095e-17,0.3995928888170483,0.049655966917755014,0.04246274822353355,0.0015346867332833771,0.41112607362675957,0.045112112371957426,0.6951372279006115,0.25562395699613727,0.04923881510325116,0.0,0.25562395699613727,0.15861870599507635,0.05,1.0,0.43325445908778054,0.4845669904685606,0.7530871027243287,0.8933080535155777,0.9603059251567426,0.23805530983140163,0.3747101069625131,0.36530055341515555,1.0,0.5166176602619509,0.9271778665621918,0.9452322389909862
8,0.44489999999999996,False,1,0.0,0.28009999999999996,0.9297000000000001,80.0,0.0,0.35881052743457803,0.10193167247827474,1.9180913228446514,0.2168682673068468,1.923432697723264,1.1386143992079694,0.36258036308679703,0.22711876347649085,0.23276903714557245,0.6983071114367172,0.022885750026877476,0.009427884792224686,0.14299142625455258,0.021025721236342422,0.36981515151515154,0.05782354249019773,0.04137960574071073,0.0011831787627559018,0.37572232343403056,0.10123127001381158,0.7657013468013468,0.18257845117845117,0.05172020202020202,0.0,0.18257845117845117,0.11957193573547695,0.05,0.914864476774144,0.4943406796650855,0.47754311680009487,0.8107889438696636,0.8446007703704016,1.0,0.2831827318951454,0.3635240960010636,0.4724779370469604,1.0,0.4271317711144975,0.9766664774315555,1.0
9,0.35595000000000004,False,1,0.0,0.2064,0.7455,60.0,0.0,0.2680036260090576,0.15283370185629366,1.9753060248590468,0.4049852574415135,2.361780719841789,1.3975276071497211,0.46318052338745286,0.3945292060591149,0.5009019488323988,0.7887650578636121,0.022625356792037282,0.011966916192776886,0.13046430447378304,0.030499003040977628,0.3516716386423857,0.06061833702274227,0.04198707309597911,0.002908716977211583,0.2893184702283228,0.15283289217626952,0.7361751828051153,0.22029587391611766,0.043228943278766974,0.00030000000000000003,0.2205958739161177,0.18841890830832456,0.05,0.9618296110640147,0.43366499205776377,0.4455026557879113,0.7760695742661025,0.9670414033561604,0.947277472240325,0.21515942354330755,0.2818358258521819,0.2821353451526516,0.9782187572701982,0.4490590280758429,0.923303468713843,0.9524185032293983
