condition,plasticity_rule,eta,run_id,seed,mother_survival_tick,child_survival_tick,mean_deficit,final_mother_energy,final_child_hunger,final_child_warmth,p_Forage,p_Care,p_Self,p_Protect
fixed,fixed,,0,1000,1000,280,1.8366793978585267,42.450000000003214,100.0,35.999999999999716,0.818,0.182,0.0,0.0
fixed,fixed,,1,1001,1000,280,2.1386141249532424,15.950000000002316,100.0,18.599999999999795,0.876,0.123,0.001,0.0
fixed,fixed,,2,1002,1000,280,1.8527139071634493,31.25000000000266,100.0,12.99999999999988,0.981,0.019,0.0,0.0
fixed,fixed,,3,1003,1000,250,2.5871949239202587,37.9000000000027,85.0,0.0,0.998,0.002,0.0,0.0
fixed,fixed,,4,1004,1000,280,2.698890404437287,15.50000000000189,100.0,30.999999999999524,0.087,0.12,0.793,0.0
fixed,fixed,,5,1005,1000,280,2.0584466313485628,45.750000000002935,100.0,9.599999999999827,0.915,0.078,0.007,0.0
fixed,fixed,,6,1006,1000,200,1.7558600209191886,27.100000000002616,100.0,49.8,0.801,0.199,0.0,0.0
fixed,fixed,,7,1007,1000,200,1.6838241480976703,26.950000000002884,100.0,49.8,0.797,0.203,0.0,0.0
fixed,fixed,,8,1008,1000,200,1.6570495553528053,41.00000000000327,100.0,49.8,0.8,0.2,0.0,0.0
fixed,fixed,,9,1009,1000,280,1.8316617861097142,17.850000000001575,100.0,17.799999999999724,0.919,0.081,0.0,0.0
fixed,fixed,,10,1010,1000,280,1.7587108531781115,34.80000000000315,100.0,29.799999999999713,0.841,0.159,0.0,0.0
fixed,fixed,,11,1011,1000,200,1.6724257727708611,40.30000000000322,100.0,49.8,0.799,0.201,0.0,0.0
fixed,fixed,,12,1012,1000,250,1.9279366762901917,36.950000000002696,85.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,13,1013,1000,250,2.827714998952411,37.900000000002684,85.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,14,1014,1000,280,1.8539847735786812,16.85000000000223,100.0,27.999999999999762,0.835,0.165,0.0,0.0
fixed,fixed,,15,1015,1000,250,2.0834451622930055,48.35000000000274,85.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,16,1016,1000,280,1.8677451510975018,23.45000000000198,100.0,19.19999999999969,0.918,0.082,0.0,0.0
fixed,fixed,,17,1017,1000,280,1.8079225950902982,36.10000000000311,100.0,28.79999999999973,0.799,0.196,0.005,0.0
fixed,fixed,,18,1018,1000,280,1.9601113698469161,22.300000000002406,100.0,15.399999999999807,0.893,0.107,0.0,0.0
fixed,fixed,,19,1019,1000,200,1.6232913202685209,48.750000000003276,100.0,49.8,0.801,0.199,0.0,0.0
fixed,fixed,,20,1020,1000,280,2.09712658370806,40.15000000000273,100.0,5.9999999999998685,0.988,0.012,0.0,0.0
fixed,fixed,,21,1021,1000,265,1.8463116753761666,42.50000000000273,92.5,0.0,0.997,0.003,0.0,0.0
fixed,fixed,,22,1022,1000,280,1.7926198988811672,31.650000000003043,100.0,27.999999999999723,0.852,0.148,0.0,0.0
fixed,fixed,,23,1023,1000,250,1.9848970759864273,46.450000000002724,85.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,24,1024,1000,250,1.9923495299381475,46.45000000000271,85.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,25,1025,1000,280,2.1947146076858264,22.600000000002396,100.0,14.199999999999811,0.899,0.101,0.0,0.0
fixed,fixed,,26,1026,1000,250,2.088694737287661,40.7500000000027,85.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,27,1027,1000,280,2.5788715120742998,23.050000000002097,100.0,0.3999999999998273,0.968,0.032,0.0,0.0
fixed,fixed,,28,1028,1000,280,2.151886192711567,18.650000000002155,100.0,6.999999999999831,0.935,0.065,0.0,0.0
fixed,fixed,,29,1029,1000,250,2.0323849393949174,33.15000000000267,85.0,0.0,1.0,0.0,0.0,0.0
outcome_eta0.001,outcome,0.001,0,1000,1000,250,1.9999388820139035,51.20000000000273,85.0,0.0,1.0,0.0,0.0,0.0
outcome_eta0.001,outcome,0.001,1,1001,1000,280,2.329239593383046,22.95000000000233,100.0,45.99999999999933,0.948,0.052,0.0,0.0
outcome_eta0.001,outcome,0.001,2,1002,1000,280,2.723773914596967,31.050000000002658,100.0,16.999999999999883,0.977,0.023,0.0,0.0
outcome_eta0.001,outcome,0.001,3,1003,1000,200,2.014708099617013,39.40000000000324,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.001,outcome,0.001,4,1004,1000,240,1.8180676695056144,31.300000000002946,100.0,49.8,0.881,0.119,0.0,0.0
outcome_eta0.001,outcome,0.001,5,1005,1000,280,2.5693783323117185,41.50000000000316,100.0,28.199999999999747,0.82,0.163,0.017,0.0
outcome_eta0.001,outcome,0.001,6,1006,1000,280,2.1127596466232528,5.100000000001469,100.0,30.199999999999754,0.829,0.171,0.0,0.0
outcome_eta0.001,outcome,0.001,7,1007,1000,280,1.997815548131583,2.0000000000014255,100.0,33.39999999999975,0.827,0.173,0.0,0.0
outcome_eta0.001,outcome,0.001,8,1008,1000,200,1.6228897519472527,41.00000000000327,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.001,outcome,0.001,9,1009,1000,200,2.240145619073791,39.15000000000323,100.0,49.8,0.786,0.199,0.015,0.0
outcome_eta0.001,outcome,0.001,10,1010,1000,200,1.56988513419935,50.500000000003304,100.0,49.8,0.794,0.199,0.007,0.0
outcome_eta0.001,outcome,0.001,11,1011,1000,280,1.9928264200672952,35.30000000000277,100.0,26.999999999999773,0.967,0.033,0.0,0.0
outcome_eta0.001,outcome,0.001,12,1012,1000,200,2.5450031297596207,51.400000000003274,100.0,49.8,0.033,0.199,0.768,0.0
outcome_eta0.001,outcome,0.001,13,1013,1000,280,1.9707266147210742,26.60000000000275,100.0,28.79999999999973,0.846,0.154,0.0,0.0
outcome_eta0.001,outcome,0.001,14,1014,1000,240,2.497274316600098,34.00000000000303,100.0,49.8,0.749,0.122,0.129,0.0
outcome_eta0.001,outcome,0.001,15,1015,1000,280,1.7179693036401875,34.70000000000292,100.0,18.199999999999797,0.908,0.092,0.0,0.0
outcome_eta0.001,outcome,0.001,16,1016,1000,280,2.6938518640526796,27.200000000002284,100.0,17.999999999999883,0.976,0.024,0.0,0.0
outcome_eta0.001,outcome,0.001,17,1017,1000,280,2.05103041022491,42.250000000002764,100.0,20.999999999999883,0.973,0.027,0.0,0.0
outcome_eta0.001,outcome,0.001,18,1018,1000,280,1.9774462835783038,17.35000000000228,100.0,39.799999999999855,0.794,0.206,0.0,0.0
outcome_eta0.001,outcome,0.001,19,1019,1000,280,2.7752917659178493,17.25000000000126,100.0,37.599999999999795,0.799,0.19,0.011,0.0
outcome_eta0.001,outcome,0.001,20,1020,1000,280,2.012199902792492,28.700000000002916,100.0,46.39999999999995,0.736,0.246,0.018,0.0
outcome_eta0.001,outcome,0.001,21,1021,1000,200,1.6860324558510387,44.85000000000327,100.0,49.8,0.799,0.199,0.002,0.0
outcome_eta0.001,outcome,0.001,22,1022,1000,240,2.6155683175958986,38.40000000000306,100.0,49.8,0.871,0.129,0.0,0.0
outcome_eta0.001,outcome,0.001,23,1023,1000,200,1.6500608851827807,48.85000000000326,100.0,49.8,0.799,0.199,0.002,0.0
outcome_eta0.001,outcome,0.001,24,1024,1000,200,1.7033546659982568,51.450000000003286,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.001,outcome,0.001,25,1025,1000,200,2.4235495772775266,46.800000000003266,100.0,49.8,0.794,0.199,0.007,0.0
outcome_eta0.001,outcome,0.001,26,1026,1000,200,1.8720227910410685,46.850000000003284,100.0,49.8,0.796,0.199,0.005,0.0
outcome_eta0.001,outcome,0.001,27,1027,1000,280,2.3956052433583555,18.650000000002333,100.0,30.59999999999961,0.85,0.12,0.03,0.0
outcome_eta0.001,outcome,0.001,28,1028,1000,280,2.5032977873024276,13.750000000001997,100.0,30.599999999999753,0.837,0.163,0.0,0.0
outcome_eta0.001,outcome,0.001,29,1029,1000,280,2.6891325546208464,31.650000000002716,100.0,23.9999999999995,0.97,0.03,0.0,0.0
outcome_eta0.01,outcome,0.01,0,1000,1000,280,1.7611065010416065,39.950000000003364,100.0,42.39999999999989,0.77,0.23,0.0,0.0
outcome_eta0.01,outcome,0.01,1,1001,1000,280,1.9946644531928626,24.25000000000235,100.0,0.9999999999998521,0.99,0.008,0.002,0.0
outcome_eta0.01,outcome,0.01,2,1002,1000,200,1.8364156909955147,35.45000000000322,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.01,outcome,0.01,3,1003,1000,200,1.6546772290525242,39.40000000000324,100.0,49.8,0.801,0.199,0.0,0.0
