condition,plasticity_rule,eta,run_id,seed,mother_survival_tick,child_survival_tick,mean_deficit,final_mother_energy,final_child_hunger,final_child_warmth,p_Forage,p_Care,p_Self,p_Protect
fixed,fixed,,0,1000,1000,88,2.3711940163340732,96.90000000000012,88.0,6.0,0.091,0.0,0.886,0.023
fixed,fixed,,1,1001,1000,100,2.10107548713523,80.00000000000355,100.0,0.0,0.052,0.0,0.924,0.024
fixed,fixed,,2,1002,1000,120,2.7293401854363744,77.10000000000085,100.0,22.0,0.239,0.041,0.694,0.026
fixed,fixed,,3,1003,1000,100,2.6856634950719678,97.90000000000006,100.0,0.0,0.898,0.001,0.078,0.023
fixed,fixed,,4,1004,965,100,2.853555056967821,0.0,100.0,38.0,0.0,0.043523316062176166,0.9564766839378238,0.0
fixed,fixed,,5,1005,1000,15,1.6656664490861917,94.4000000000002,15.0,42.5,0.081,0.002,0.916,0.001
fixed,fixed,,6,1006,1000,100,2.3781179384489874,100,100.0,0.0,0.439,0.005,0.541,0.015
fixed,fixed,,7,1007,1000,100,2.2258384750998497,98.10000000000005,100.0,49.5,0.107,0.103,0.79,0.0
fixed,fixed,,8,1008,1000,100,2.491425492970622,97.90000000000006,100.0,0.0,0.88,0.002,0.118,0.0
fixed,fixed,,9,1009,1000,100,2.35111023094541,98.50000000000003,100.0,42.5,0.889,0.066,0.042,0.003
fixed,fixed,,10,1010,1000,100,2.4206320300610824,98.60000000000002,100.0,41.0,0.9,0.043,0.057,0.0
fixed,fixed,,11,1011,1000,100,1.9743793130276168,98.40000000000003,100.0,49.5,0.077,0.1,0.823,0.0
fixed,fixed,,12,1012,1000,39,2.4612303367516275,94.40000000000313,19.0,30.5,0.111,0.003,0.876,0.01
fixed,fixed,,13,1013,1000,72,2.5522321207106016,97.70000000000007,72.0,14.0,0.924,0.0,0.062,0.014
fixed,fixed,,14,1014,641,220,2.9661647992617914,0.0,100.0,30.0,0.1294851794071763,0.2059282371294852,0.6630265210608425,0.0015600624024961
fixed,fixed,,15,1015,1000,70,2.5301491365132645,95.70000000000036,30.0,28.5,0.956,0.027,0.017,0.0
fixed,fixed,,16,1016,1000,140,2.6789455477255233,64.2999999999989,100.0,19.0,0.113,0.056,0.813,0.018
fixed,fixed,,17,1017,1000,100,2.424299010526584,97.90000000000006,100.0,0.0,0.113,0.0,0.879,0.008
fixed,fixed,,18,1018,1000,21,2.3781670258827314,97.90000000000006,21.0,39.5,0.977,0.001,0.022,0.0
fixed,fixed,,19,1019,1000,100,2.318572169356496,98.60000000000002,100.0,12.0,0.107,0.023,0.862,0.008
fixed,fixed,,20,1020,1000,100,2.481241564556521,97.50000000000009,100.0,18.0,0.099,0.019,0.866,0.016
fixed,fixed,,21,1021,1000,100,2.540863564703286,97.10000000000011,100.0,0.0,0.899,0.0,0.072,0.029
fixed,fixed,,22,1022,1000,70,2.187092297331047,97.70000000000007,70.0,15.0,0.091,0.0,0.893,0.016
fixed,fixed,,23,1023,1000,14,2.390694129571928,95.90000000000035,14.0,43.0,0.983,0.001,0.016,0.0
fixed,fixed,,24,1024,1000,27,2.4235937443815576,98.40000000000003,27.0,36.5,0.969,0.0,0.031,0.0
fixed,fixed,,25,1025,1000,120,2.555600824914817,98.00000000000006,100.0,18.5,0.893,0.057,0.05,0.0
fixed,fixed,,26,1026,1000,33,2.4275509248757383,98.10000000000005,33.0,36.5,0.981,0.003,0.01,0.006
fixed,fixed,,27,1027,1000,100,2.488582137534393,91.00000000000034,100.0,0.0,0.897,0.001,0.092,0.01
fixed,fixed,,28,1028,1000,96,2.4034247077177664,97.70000000000007,56.0,22.5,0.922,0.041,0.037,0.0
fixed,fixed,,29,1029,1000,100,2.6043252484807393,99.9,100.0,0.0,0.891,0.0,0.085,0.024
outcome_eta0.001,outcome,0.001,0,1000,1000,86,2.3858578724751767,98.80000000000001,86.0,7.0,0.107,0.0,0.886,0.007
outcome_eta0.001,outcome,0.001,1,1001,1000,65,2.3834189759780178,80.20000000000476,65.0,17.5,0.068,0.0,0.898,0.034
outcome_eta0.001,outcome,0.001,2,1002,1000,76,2.2469998997059886,97.3000000000001,76.0,12.0,0.099,0.0,0.896,0.005
outcome_eta0.001,outcome,0.001,3,1003,1000,100,2.272427057372674,99.9,100.0,49.5,0.096,0.099,0.805,0.0
outcome_eta0.001,outcome,0.001,4,1004,1000,100,2.254687464261843,98.80000000000001,100.0,44.0,0.085,0.049,0.854,0.012
