condition,run_id,tick,mother_alive,child_alive,mother_energy,child_hunger,child_warmth,deficit,eta,selected_motivation
fixed,1,330,1,0,44.60000000000017,100.0,0.0,2.4207361320844982,,Self
fixed,1,340,1,0,43.60000000000016,100.0,0.0,2.423264738581355,,Self
fixed,1,350,1,0,40.800000000000146,100.0,0.0,2.489605061528607,,Self
fixed,1,360,1,0,43.900000000000134,100.0,0.0,2.4683043095788504,,Self
fixed,1,370,1,0,42.90000000000012,100.0,0.0,2.4670685149436515,,Self
fixed,1,380,1,0,41.900000000000105,100.0,0.0,2.46957473328865,,Self
fixed,1,390,1,0,39.100000000000094,100.0,0.0,2.534123661481695,,Self
fixed,1,400,1,0,42.20000000000008,100.0,0.0,2.5231969383830917,,Self
fixed,1,410,1,0,41.20000000000007,100.0,0.0,2.5134761504442187,,Self
fixed,1,420,1,0,40.20000000000005,100.0,0.0,2.515885287607028,,Self
fixed,1,430,1,0,38.30000000000004,100.0,0.0,2.5500049894421286,,Self
fixed,1,440,1,0,35.50000000000003,100.0,0.0,2.6170362356525265,,Self
fixed,1,450,1,0,32.70000000000002,100.0,0.0,2.6841342736288443,,Self
fixed,1,460,1,0,35.800000000000004,100.0,0.0,2.6628393242972628,,Self
fixed,1,470,1,0,34.79999999999999,100.0,0.0,2.6616035727988954,,Self
fixed,1,480,1,0,33.799999999999976,100.0,0.0,2.6641097914645666,,Self
fixed,1,490,1,0,30.999999999999964,100.0,0.0,2.7286587196599954,,Self
fixed,1,500,1,0,34.09999999999995,100.0,0.0,2.71773199656141,,Self
fixed,1,510,1,0,33.09999999999994,100.0,0.0,2.7080112086225374,,Self
fixed,1,520,1,0,32.09999999999992,100.0,0.0,2.710420345785346,,Self
fixed,1,530,1,0,30.19999999999991,100.0,0.0,2.744540047620447,,Self
fixed,1,540,1,0,27.3999999999999,100.0,0.0,2.8115712938308453,,Self
fixed,1,550,1,0,24.599999999999888,100.0,0.0,2.8786693318071634,,Self
fixed,1,560,1,0,27.699999999999875,100.0,0.0,2.857374382475583,,Self
fixed,1,570,1,0,26.69999999999986,100.0,0.0,2.856138630977216,,Self
fixed,1,580,1,0,25.699999999999847,100.0,0.0,2.858644849642888,,Self
fixed,1,590,1,0,22.899999999999835,100.0,0.0,2.923193777838317,,Self
fixed,1,600,1,0,20.099999999999824,100.0,0.0,2.990886158420522,,Self
fixed,1,610,1,0,17.299999999999812,100.0,0.0,3.0580966137155703,,Self
fixed,1,620,1,0,14.499999999999812,100.0,0.0,3.125195995004771,,Self
fixed,1,630,1,0,18.4999999999998,100.0,0.0,3.0697970197926225,,Self
fixed,1,640,1,0,17.499999999999787,100.0,0.0,3.0714399184474734,,Self
fixed,1,650,1,0,16.499999999999773,100.0,0.0,3.0739684522900066,,Self
fixed,1,660,1,0,13.699999999999775,100.0,0.0,3.140308774697157,,Self
fixed,1,670,1,0,10.899999999999778,100.0,0.0,3.207401506982721,,Self
fixed,1,680,1,0,8.099999999999781,100.0,0.0,3.274500002447736,,Self
fixed,1,690,1,0,11.199999999999784,100.0,0.0,3.2532050565170634,,Self
fixed,1,700,1,0,10.199999999999788,100.0,0.0,3.251969305043978,,Self
fixed,1,710,1,0,9.199999999999791,100.0,0.0,3.254475523709838,,Self
fixed,1,720,1,0,6.399999999999794,100.0,0.0,3.319643555586058,,Forage
fixed,1,730,1,0,4.4999999999997975,100.0,0.0,3.356209833301198,,Forage
fixed,1,740,1,0,3.4999999999997984,100.0,0.0,3.3589245540083326,,Forage
fixed,1,750,1,0,1.5999999999997976,100.0,0.0,3.3935781321119256,,Forage
fixed,1,760,1,0,0.5999999999997973,100.0,0.0,3.3962767326186407,,Forage
fixed,1,770,1,0,3.6999999999997977,100.0,0.0,3.3712099731641256,,Forage
fixed,1,780,1,0,2.699999999999797,100.0,0.0,3.372959853201163,,Forage
fixed,1,790,1,0,0.7999999999997963,100.0,0.0,3.40667317759892,,Forage
fixed,2,1,1,1,99.9,1.0,49.5,0.14761123391837314,,Forage
fixed,2,10,1,1,99.00000000000006,10.0,45.0,0.38693264248192516,,Forage
fixed,2,20,1,1,98.00000000000011,20.0,40.0,0.6774574251182774,,Forage
fixed,2,30,1,1,97.00000000000017,30.0,35.0,0.989185145922316,,Forage
fixed,2,40,1,1,96.00000000000023,40.0,30.0,1.3217995913476117,,Forage
fixed,2,50,1,1,95.00000000000028,50.0,25.0,1.675278754705366,,Forage
fixed,2,60,1,1,86.8000000000003,60.0,20.0,2.2277783917795184,,Forage
fixed,2,70,1,1,81.30000000000032,50.0,19.0,2.2295567929712212,,Care
fixed,2,80,1,1,80.30000000000038,60.0,24.0,2.228422181452756,,Care
fixed,2,90,1,1,79.30000000000044,70.0,24.0,2.348711839794537,,Forage
fixed,2,100,1,1,78.3000000000005,80.0,21.0,2.561198931225032,,Forage
fixed,2,110,1,1,71.90000000000052,70.0,17.0,2.768868653030247,,Care
fixed,2,120,1,1,70.90000000000057,80.0,19.0,2.840145779088667,,Forage
fixed,2,130,1,1,69.90000000000063,90.0,16.0,3.0500297074864307,,Forage
fixed,2,140,1,0,68.90000000000069,100.0,13.0,1.5599276572259726,,Forage
