condition,plasticity_rule,eta,run_id,seed,mother_survival_tick,child_survival_tick,mean_deficit,final_mother_energy,final_child_hunger,final_child_warmth,p_Forage,p_Care,p_Self,p_Protect
fixed,fixed,,27,1027,1000,100,2.5819380332402795,97.90000000000006,100.0,0.0,0.897,0.001,0.092,0.01
fixed,fixed,,28,1028,1000,139,2.618906884865668,95.30000000000197,59.0,0.0,0.901,0.039,0.06,0.0
fixed,fixed,,29,1029,1000,100,2.5887627674559472,96.50000000000031,100.0,0.0,0.892,0.0,0.086,0.022
outcome_eta0.001,outcome,0.001,0,1000,1000,75,2.3434470683175377,97.70000000000007,75.0,12.5,0.129,0.0,0.864,0.007
outcome_eta0.001,outcome,0.001,1,1001,1000,100,2.4585784453467885,86.10000000000309,100.0,19.0,0.072,0.02,0.878,0.03
outcome_eta0.001,outcome,0.001,2,1002,1000,100,2.2860014682988568,97.50000000000009,100.0,6.0,0.084,0.008,0.894,0.014
outcome_eta0.001,outcome,0.001,3,1003,1000,100,2.239781857534127,96.50000000000014,100.0,49.5,0.094,0.099,0.807,0.0
outcome_eta0.001,outcome,0.001,4,1004,1000,120,2.362408590658072,95.20000000000528,100.0,8.5,0.092,0.027,0.869,0.012
outcome_eta0.001,outcome,0.001,5,1005,1000,15,2.492397031607311,92.80000000000024,15.0,42.5,0.949,0.004,0.047,0.0
outcome_eta0.001,outcome,0.001,6,1006,1000,204,2.6958564517641617,83.90000000000094,84.0,0.0,0.906,0.094,0.0,0.0
outcome_eta0.001,outcome,0.001,7,1007,1000,133,2.3987832011511534,82.90000000000465,93.0,0.0,0.086,0.028,0.878,0.008
outcome_eta0.001,outcome,0.001,8,1008,1000,100,2.177516646636629,91.50000000000531,100.0,0.0,0.069,0.0,0.905,0.026
outcome_eta0.001,outcome,0.001,9,1009,1000,100,2.7425184069673367,66.80000000000061,100.0,14.0,0.045,0.016,0.915,0.024
outcome_eta0.001,outcome,0.001,10,1010,1000,87,1.6847093481542699,100,87.0,20.5,0.074,0.028,0.898,0.0
outcome_eta0.001,outcome,0.001,11,1011,1000,120,2.215875386275158,96.90000000000012,100.0,26.0,0.086,0.04,0.86,0.014
outcome_eta0.001,outcome,0.001,12,1012,1000,100,3.058075330061371,38.09999999999942,100.0,38.0,0.031,0.045,0.905,0.019
outcome_eta0.001,outcome,0.001,13,1013,1000,220,2.70343722941596,61.9999999999991,100.0,10.5,0.173,0.096,0.731,0.0
outcome_eta0.001,outcome,0.001,14,1014,1000,100,2.3360338588314224,97.3000000000001,100.0,49.5,0.1,0.095,0.801,0.004
outcome_eta0.001,outcome,0.001,15,1015,1000,240,2.7521253783492767,62.499999999999545,100.0,13.5,0.467,0.148,0.385,0.0
outcome_eta0.001,outcome,0.001,16,1016,1000,100,2.597100788212099,98.10000000000005,100.0,0.0,0.888,0.0,0.099,0.013
outcome_eta0.001,outcome,0.001,17,1017,1000,32,2.400341473104818,98.9,32.0,34.0,0.967,0.001,0.032,0.0
outcome_eta0.001,outcome,0.001,18,1018,1000,80,2.038249294893152,93.10000000000483,80.0,10.0,0.09,0.001,0.909,0.0
outcome_eta0.001,outcome,0.001,19,1019,1000,16,2.33316665627592,81.60000000000525,16.0,42.0,0.498,0.0,0.499,0.003
outcome_eta0.001,outcome,0.001,20,1020,1000,100,2.459468838699155,98.40000000000003,100.0,7.5,0.882,0.015,0.103,0.0
outcome_eta0.001,outcome,0.001,21,1021,1000,70,2.4754380198521875,72.50000000000462,70.0,20.0,0.186,0.006,0.771,0.037
outcome_eta0.001,outcome,0.001,22,1022,1000,188,2.4785828204199767,93.30000000000078,88.0,38.0,0.72,0.127,0.151,0.002
outcome_eta0.001,outcome,0.001,23,1023,1000,14,1.949549409872487,88.20000000000505,14.0,43.0,0.129,0.003,0.868,0.0
outcome_eta0.001,outcome,0.001,24,1024,1000,100,2.3650053336912404,96.40000000000015,100.0,49.5,0.453,0.099,0.448,0.0
outcome_eta0.001,outcome,0.001,25,1025,1000,100,3.559705356430517,55.19999999999872,100.0,10.0,0.108,0.01,0.841,0.041
outcome_eta0.001,outcome,0.001,26,1026,1000,100,3.223591548225253,43.7999999999987,100.0,0.0,0.042,0.0,0.87,0.088
outcome_eta0.001,outcome,0.001,27,1027,1000,100,2.4066912321145675,97.50000000000009,100.0,31.0,0.897,0.036,0.067,0.0
outcome_eta0.001,outcome,0.001,28,1028,1000,100,2.6914333492061333,85.30000000000169,100.0,0.0,0.247,0.0,0.727,0.026
outcome_eta0.001,outcome,0.001,29,1029,1000,100,2.335928235818241,98.50000000000003,100.0,13.0,0.895,0.013,0.088,0.004
outcome_eta0.01,outcome,0.01,0,1000,1000,100,1.980445130764139,93.20000000000539,100.0,49.5,0.065,0.091,0.836,0.008
outcome_eta0.01,outcome,0.01,1,1001,1000,160,2.7671450702322127,74.39999999999966,100.0,11.0,0.925,0.048,0.014,0.013
outcome_eta0.01,outcome,0.01,2,1002,1000,100,2.383904701060277,97.00000000000011,100.0,44.5,0.898,0.052,0.05,0.0
outcome_eta0.01,outcome,0.01,3,1003,1000,100,1.8281341108862057,97.00000000000011,100.0,49.5,0.065,0.099,0.836,0.0
outcome_eta0.01,outcome,0.01,4,1004,1000,100,1.8704169786171816,90.9000000000054,100.0,17.0,0.062,0.019,0.907,0.012
outcome_eta0.01,outcome,0.01,5,1005,1000,15,2.2676005395760583,97.70000000000007,15.0,42.5,0.982,0.003,0.015,0.0
outcome_eta0.01,outcome,0.01,6,1006,1000,100,2.1139387043407263,86.00000000000477,100.0,5.0,0.08,0.006,0.904,0.01
outcome_eta0.01,outcome,0.01,7,1007,1000,200,2.6528952489945823,81.60000000000099,100.0,29.5,0.882,0.118,0.0,0.0
outcome_eta0.01,outcome,0.01,8,1008,1000,100,1.7719762032251334,97.50000000000009,100.0,49.5,0.074,0.099,0.827,0.0
outcome_eta0.01,outcome,0.01,9,1009,1000,48,1.723717344036804,98.60000000000002,48.0,26.0,0.085,0.001,0.914,0.0
outcome_eta0.01,outcome,0.01,10,1010,1000,100,1.7527292331155135,97.50000000000009,100.0,35.0,0.077,0.036,0.883,0.004
outcome_eta0.01,outcome,0.01,11,1011,1000,120,2.827270810033547,99.9,100.0,26.5,0.908,0.05,0.014,0.028
outcome_eta0.01,outcome,0.01,12,1012,1000,100,2.096534208137936,84.60000000000537,100.0,42.0,0.061,0.046,0.873,0.02
outcome_eta0.01,outcome,0.01,13,1013,1000,100,2.136997968381848,98.80000000000001,100.0,49.5,0.094,0.099,0.807,0.0
outcome_eta0.01,outcome,0.01,14,1014,1000,100,2.3816956154304685,82.00000000000509,100.0,15.0,0.08,0.019,0.875,0.026
outcome_eta0.01,outcome,0.01,15,1015,1000,100,2.2625522411883923,67.80000000000341,100.0,0.0,0.053,0.0,0.918,0.029
outcome_eta0.01,outcome,0.01,16,1016,1000,100,2.526694711612823,89.80000000000507,80.0,0.0,0.112,0.0,0.868,0.02
outcome_eta0.01,outcome,0.01,17,1017,1000,100,1.8544711553361743,98.20000000000005,100.0,49.5,0.08,0.097,0.821,0.002
outcome_eta0.01,outcome,0.01,18,1018,1000,100,2.4886151765274636,98.70000000000002,100.0,20.0,0.905,0.021,0.068,0.006
outcome_eta0.01,outcome,0.01,19,1019,1000,100,3.533656446913912,64.29999999999902,100.0,0.0,0.063,0.0,0.892,0.045
outcome_eta0.01,outcome,0.01,20,1020,1000,100,1.847015356415859,98.60000000000002,100.0,0.0,0.079,0.005,0.916,0.0
outcome_eta0.01,outcome,0.01,21,1021,1000,100,2.498345042107913,80.70000000000525,100.0,0.0,0.096,0.008,0.879,0.017
outcome_eta0.01,outcome,0.01,22,1022,1000,100,2.5597371874998336,98.30000000000004,100.0,0.0,0.895,0.0,0.103,0.002
outcome_eta0.01,outcome,0.01,23,1023,1000,13,1.7541885502327417,97.2000000000001,13.0,43.5,0.091,0.0,0.907,0.002
outcome_eta0.01,outcome,0.01,24,1024,1000,100,2.0720880494374923,82.80000000000535,100.0,48.5,0.062,0.075,0.846,0.017
outcome_eta0.01,outcome,0.01,25,1025,1000,130,2.7322286512349976,82.6000000000011,90.0,0.0,0.935,0.03,0.0,0.035
outcome_eta0.01,outcome,0.01,26,1026,1000,100,1.7329033390067556,96.90000000000012,100.0,49.5,0.072,0.093,0.829,0.006
outcome_eta0.01,outcome,0.01,27,1027,1000,100,2.2018668249982025,97.50000000000009,100.0,49.5,0.131,0.099,0.77,0.0
outcome_eta0.01,outcome,0.01,28,1028,1000,100,2.1411833137196408,97.10000000000011,100.0,49.5,0.111,0.099,0.79,0.0
outcome_eta0.01,outcome,0.01,29,1029,1000,59,1.8238756355880672,100,59.0,24.5,0.082,0.008,0.91,0.0
outcome_eta0.1,outcome,0.1,0,1000,1000,100,2.361012952745542,99.9,100.0,49.5,0.901,0.057,0.034,0.008
outcome_eta0.1,outcome,0.1,1,1001,1000,100,2.5282366906758416,75.20000000000445,100.0,26.0,0.068,0.03,0.873,0.029
outcome_eta0.1,outcome,0.1,2,1002,808,110,3.1308878535819913,0.0,90.0,0.0,0.01485148514851485,0.007425742574257425,0.9405940594059405,0.03712871287128713
outcome_eta0.1,outcome,0.1,3,1003,1000,200,2.6408470211346167,81.60000000000096,100.0,38.0,0.855,0.131,0.014,0.0
outcome_eta0.1,outcome,0.1,4,1004,1000,100,2.241313720912179,81.50000000000531,100.0,28.0,0.069,0.029,0.879,0.023
outcome_eta0.1,outcome,0.1,5,1005,1000,100,2.5621565430578075,98.50000000000003,80.0,0.0,0.909,0.0,0.084,0.007
outcome_eta0.1,outcome,0.1,6,1006,1000,100,1.884665282604137,98.30000000000004,100.0,49.5,0.094,0.078,0.826,0.002
outcome_eta0.1,outcome,0.1,7,1007,1000,140,2.3962207984832995,98.80000000000001,100.0,39.0,0.898,0.069,0.033,0.0
outcome_eta0.1,outcome,0.1,8,1008,1000,77,2.4278258882940658,96.1000000000013,77.0,12.5,0.929,0.001,0.064,0.006
outcome_eta0.1,outcome,0.1,9,1009,1000,100,2.229322806842166,97.60000000000008,100.0,37.0,0.087,0.04,0.852,0.021
outcome_eta0.1,outcome,0.1,10,1010,1000,100,1.9909750459012354,74.10000000000373,100.0,49.5,0.125,0.099,0.776,0.0
outcome_eta0.1,outcome,0.1,11,1011,1000,238,2.846775724568677,72.99999999999974,89.0,5.0,0.845,0.078,0.074,0.003
outcome_eta0.1,outcome,0.1,12,1012,623,220,3.1467564997396233,0.0,100.0,26.5,0.1781701444622793,0.20545746388443017,0.5906902086677368,0.025682182985553772
outcome_eta0.1,outcome,0.1,13,1013,1000,100,2.346245929054821,97.2000000000001,100.0,49.5,0.9,0.091,0.009,0.0
outcome_eta0.1,outcome,0.1,14,1014,1000,120,1.8326412938424887,98.10000000000005,100.0,44.0,0.072,0.093,0.835,0.0
outcome_eta0.1,outcome,0.1,15,1015,1000,23,2.4341979251216537,97.3000000000001,23.0,38.5,0.977,0.0,0.017,0.006
outcome_eta0.1,outcome,0.1,16,1016,1000,200,3.066106066925271,9.100000000000088,100.0,34.5,0.092,0.129,0.777,0.002
outcome_eta0.1,outcome,0.1,17,1017,1000,100,2.0146323322491075,98.00000000000006,100.0,49.5,0.09,0.096,0.813,0.001
outcome_eta0.1,outcome,0.1,18,1018,1000,100,1.8908744353863294,78.60000000000502,100.0,49.5,0.052,0.069,0.862,0.017
outcome_eta0.1,outcome,0.1,19,1019,1000,16,2.375772397147619,97.50000000000009,16.0,42.0,0.984,0.001,0.015,0.0
outcome_eta0.1,outcome,0.1,20,1020,1000,240,3.5358731816034905,41.89999999999959,100.0,26.0,0.165,0.144,0.688,0.003
outcome_eta0.1,outcome,0.1,21,1021,1000,100,2.1156926986171194,98.80000000000001,100.0,49.5,0.092,0.099,0.809,0.0
outcome_eta0.1,outcome,0.1,22,1022,1000,220,2.670177613425831,75.20000000000152,100.0,28.0,0.653,0.135,0.212,0.0
outcome_eta0.1,outcome,0.1,23,1023,1000,13,2.3630946380085502,96.90000000000012,13.0,43.5,0.987,0.0,0.012,0.001
outcome_eta0.1,outcome,0.1,24,1024,1000,100,2.1046449490059396,89.20000000000533,100.0,30.0,0.07,0.036,0.878,0.016
outcome_eta0.1,outcome,0.1,25,1025,1000,100,2.3507183729723478,97.50000000000009,100.0,49.5,0.901,0.081,0.016,0.002
outcome_eta0.1,outcome,0.1,26,1026,1000,100,1.7956183211592982,98.60000000000002,100.0,49.5,0.074,0.099,0.827,0.0
outcome_eta0.1,outcome,0.1,27,1027,1000,100,2.3988296636462656,100,100.0,49.5,0.9,0.09,0.009,0.001
outcome_eta0.1,outcome,0.1,28,1028,1000,100,1.7809920639371482,97.50000000000009,100.0,49.5,0.074,0.096,0.827,0.003
outcome_eta0.1,outcome,0.1,29,1029,1000,120,2.40870501774293,98.50000000000003,100.0,49.5,0.885,0.11,0.005,0.0
hebbian_eta0.001,hebbian,0.001,0,1000,1000,289,2.581474071213137,75.60000000000075,89.0,40.0,0.777,0.223,0.0,0.0
hebbian_eta0.001,hebbian,0.001,1,1001,1000,160,3.094888578967991,66.19999999999925,100.0,19.5,0.907,0.066,0.002,0.025
hebbian_eta0.001,hebbian,0.001,2,1002,1000,120,2.4535557207462326,97.40000000000009,100.0,23.0,0.886,0.044,0.07,0.0
hebbian_eta0.001,hebbian,0.001,3,1003,1000,100,2.360692264828735,98.10000000000005,100.0,49.0,0.899,0.071,0.03,0.0
hebbian_eta0.001,hebbian,0.001,4,1004,1000,100,2.9313898811107926,98.50000000000003,100.0,0.0,0.551,0.0,0.419,0.03
hebbian_eta0.001,hebbian,0.001,5,1005,1000,15,2.3901195009019607,97.50000000000009,15.0,42.5,0.977,0.0,0.021,0.002
hebbian_eta0.001,hebbian,0.001,6,1006,1000,100,2.330637016628121,98.80000000000001,100.0,48.5,0.903,0.091,0.0,0.006
hebbian_eta0.001,hebbian,0.001,7,1007,1000,100,2.4905773107592837,99.9,100.0,9.5,0.893,0.019,0.088,0.0
hebbian_eta0.001,hebbian,0.001,8,1008,1000,100,2.524914379673425,98.60000000000002,100.0,0.0,0.89,0.0,0.106,0.004
hebbian_eta0.001,hebbian,0.001,9,1009,1000,100,2.4534575388234208,97.80000000000007,100.0,33.0,0.898,0.037,0.06,0.005
hebbian_eta0.001,hebbian,0.001,10,1010,1000,100,2.4429319241989513,97.3000000000001,100.0,37.0,0.906,0.041,0.038,0.015
hebbian_eta0.001,hebbian,0.001,11,1011,1000,100,2.279797937473306,98.80000000000001,100.0,0.0,0.093,0.0,0.888,0.019
hebbian_eta0.001,hebbian,0.001,12,1012,1000,100,2.586358195883191,97.70000000000007,100.0,0.0,0.9,0.0,0.078,0.022
hebbian_eta0.001,hebbian,0.001,13,1013,1000,100,2.5418818610128975,98.30000000000004,80.0,0.0,0.91,0.0,0.064,0.026
hebbian_eta0.001,hebbian,0.001,14,1014,1000,112,2.575778004344963,96.40000000000072,72.0,0.0,0.903,0.009,0.068,0.02
hebbian_eta0.001,hebbian,0.001,15,1015,1000,20,2.4149932828215688,97.50000000000009,20.0,40.0,0.964,0.004,0.032,0.0
hebbian_eta0.001,hebbian,0.001,16,1016,1000,100,2.7000250798802683,97.50000000000009,80.0,0.0,0.928,0.0,0.061,0.011
hebbian_eta0.001,hebbian,0.001,17,1017,1000,100,2.552309999925885,98.50000000000003,100.0,0.0,0.9,0.0,0.074,0.026
hebbian_eta0.001,hebbian,0.001,18,1018,1000,108,2.233113334190407,97.10000000000011,88.0,0.0,0.088,0.004,0.892,0.016
hebbian_eta0.001,hebbian,0.001,19,1019,1000,16,2.437639190546396,97.3000000000001,16.0,42.0,0.967,0.0,0.031,0.002
hebbian_eta0.001,hebbian,0.001,20,1020,1000,100,1.9122445448279564,97.90000000000006,100.0,49.5,0.082,0.099,0.819,0.0
hebbian_eta0.001,hebbian,0.001,21,1021,1000,69,2.459273326134787,98.50000000000003,49.0,23.5,0.955,0.009,0.03,0.006
hebbian_eta0.001,hebbian,0.001,22,1022,1000,100,3.2482305333525283,99.0,24.0,0.0,0.158,0.0,0.842,0.0
hebbian_eta0.001,hebbian,0.001,23,1023,1000,120,2.736405891749363,37.30000000000171,100.0,8.0,0.056,0.018,0.897,0.029
hebbian_eta0.001,hebbian,0.001,24,1024,1000,207,2.8709747778368877,73.00000000000114,47.0,0.0,0.851,0.069,0.078,0.002
hebbian_eta0.001,hebbian,0.001,25,1025,1000,105,2.463811832238608,99.9,26.0,16.0,0.93,0.037,0.033,0.0
hebbian_eta0.001,hebbian,0.001,26,1026,1000,13,2.4093138743941194,97.00000000000011,13.0,43.5,0.986,0.0,0.014,0.0
hebbian_eta0.001,hebbian,0.001,27,1027,1000,100,1.8264586014801776,97.3000000000001,100.0,38.5,0.082,0.085,0.833,0.0
hebbian_eta0.001,hebbian,0.001,28,1028,1000,110,2.517673189250495,58.699999999999086,70.0,0.0,0.057,0.005,0.912,0.026
hebbian_eta0.001,hebbian,0.001,29,1029,1000,143,2.4862873836305894,90.50000000000054,63.0,0.0,0.878,0.043,0.079,0.0
hebbian_eta0.01,hebbian,0.01,0,1000,1000,100,2.1975986692553597,90.50000000000233,100.0,0.0,0.061,0.0,0.916,0.023
hebbian_eta0.01,hebbian,0.01,1,1001,1000,14,2.07027154275022,97.50000000000009,14.0,43.0,0.122,0.0,0.876,0.002
hebbian_eta0.01,hebbian,0.01,2,1002,1000,100,1.880113072962423,100,100.0,49.5,0.082,0.096,0.817,0.005
hebbian_eta0.01,hebbian,0.01,3,1003,1000,100,2.285165929880893,97.50000000000009,100.0,37.0,0.105,0.045,0.85,0.0
hebbian_eta0.01,hebbian,0.01,4,1004,1000,100,2.2002652852584497,98.00000000000006,100.0,15.0,0.09,0.022,0.876,0.012
hebbian_eta0.01,hebbian,0.01,5,1005,1000,100,2.1031065992497315,97.3000000000001,100.0,49.5,0.094,0.099,0.807,0.0
hebbian_eta0.01,hebbian,0.01,6,1006,1000,100,2.462946430064829,99.9,100.0,16.0,0.898,0.024,0.077,0.001
hebbian_eta0.01,hebbian,0.01,7,1007,1000,178,2.7238698382590565,77.10000000000024,78.0,16.5,0.933,0.06,0.007,0.0
hebbian_eta0.01,hebbian,0.01,8,1008,1000,100,2.707637203155731,85.8000000000005,100.0,0.0,0.958,0.0,0.0,0.042
hebbian_eta0.01,hebbian,0.01,9,1009,1000,100,2.03329319242068,97.70000000000007,100.0,47.5,0.093,0.089,0.812,0.006
hebbian_eta0.01,hebbian,0.01,10,1010,1000,112,2.550246153196057,97.40000000000009,92.0,0.0,0.896,0.008,0.091,0.005
hebbian_eta0.01,hebbian,0.01,11,1011,1000,126,2.7401269900370937,87.60000000000107,86.0,0.0,0.933,0.013,0.025,0.029
hebbian_eta0.01,hebbian,0.01,12,1012,1000,16,2.390369369453988,97.3000000000001,16.0,42.0,0.984,0.002,0.014,0.0
hebbian_eta0.01,hebbian,0.01,13,1013,1000,100,2.4894694275826685,97.70000000000007,100.0,0.0,0.902,0.003,0.095,0.0
hebbian_eta0.01,hebbian,0.01,14,1014,1000,120,2.449078074875412,98.9,100.0,19.0,0.906,0.029,0.065,0.0
hebbian_eta0.01,hebbian,0.01,15,1015,1000,140,2.3223047102683165,97.50000000000009,100.0,17.5,0.106,0.075,0.819,0.0
hebbian_eta0.01,hebbian,0.01,16,1016,1000,116,2.8055928729147253,69.40000000000018,76.0,0.0,0.78,0.031,0.166,0.023
hebbian_eta0.01,hebbian,0.01,17,1017,1000,100,2.519710553463872,98.10000000000005,100.0,0.0,0.898,0.0,0.092,0.01
hebbian_eta0.01,hebbian,0.01,18,1018,1000,64,2.462185589056668,98.30000000000004,64.0,18.0,0.936,0.003,0.061,0.0
hebbian_eta0.01,hebbian,0.01,19,1019,1000,95,2.2340817031732985,80.10000000000203,95.0,2.5,0.063,0.0,0.909,0.028
hebbian_eta0.01,hebbian,0.01,20,1020,1000,38,2.4213969108546243,97.3000000000001,38.0,31.0,0.954,0.0,0.035,0.011
hebbian_eta0.01,hebbian,0.01,21,1021,1000,100,2.57595125055008,97.60000000000008,100.0,0.0,0.9,0.0,0.098,0.002
hebbian_eta0.01,hebbian,0.01,22,1022,1000,100,2.178376048127858,98.70000000000002,100.0,49.5,0.102,0.099,0.799,0.0
hebbian_eta0.01,hebbian,0.01,23,1023,1000,13,2.3599437075048053,98.00000000000006,13.0,43.5,0.978,0.0,0.021,0.001
hebbian_eta0.01,hebbian,0.01,24,1024,1000,95,2.5938001456238355,89.40000000000185,15.0,19.5,0.957,0.031,0.012,0.0
hebbian_eta0.01,hebbian,0.01,25,1025,1000,100,2.006915285636438,97.90000000000006,100.0,0.0,0.096,0.002,0.902,0.0
hebbian_eta0.01,hebbian,0.01,26,1026,1000,100,2.5511003002710293,98.70000000000002,80.0,0.0,0.899,0.0,0.095,0.006
hebbian_eta0.01,hebbian,0.01,27,1027,1000,100,2.436789922407563,98.30000000000004,100.0,18.0,0.903,0.02,0.0,0.077
hebbian_eta0.01,hebbian,0.01,28,1028,1000,100,2.348097434938681,99.9,100.0,49.5,0.9,0.099,0.001,0.0
hebbian_eta0.01,hebbian,0.01,29,1029,1000,100,2.3168981079153634,98.20000000000005,100.0,49.5,0.9,0.1,0.0,0.0
hebbian_eta0.1,hebbian,0.1,0,1000,1000,100,2.4092511372331353,97.60000000000008,100.0,49.5,0.899,0.099,0.002,0.0
hebbian_eta0.1,hebbian,0.1,1,1001,1000,100,2.722508305616573,91.70000000000147,100.0,10.0,0.906,0.011,0.047,0.036
hebbian_eta0.1,hebbian,0.1,2,1002,1000,220,2.5166760250193665,92.50000000000196,100.0,22.5,0.877,0.123,0.0,0.0
hebbian_eta0.1,hebbian,0.1,3,1003,1000,30,2.3792212517432554,98.10000000000005,30.0,35.0,0.974,0.0,0.021,0.005
hebbian_eta0.1,hebbian,0.1,4,1004,1000,100,2.424379844533438,93.9000000000004,100.0,44.0,0.911,0.044,0.044,0.001
hebbian_eta0.1,hebbian,0.1,5,1005,1000,15,2.386144475301028,97.3000000000001,15.0,42.5,0.984,0.002,0.014,0.0
hebbian_eta0.1,hebbian,0.1,6,1006,1000,58,2.5015576123053607,97.50000000000009,38.0,21.0,0.956,0.0,0.02,0.024
hebbian_eta0.1,hebbian,0.1,7,1007,1000,120,2.28855133402006,98.50000000000003,100.0,47.5,0.11,0.109,0.781,0.0
hebbian_eta0.1,hebbian,0.1,8,1008,1000,260,2.779867862674923,80.20000000000107,100.0,21.0,0.844,0.156,0.0,0.0
hebbian_eta0.1,hebbian,0.1,9,1009,1000,100,2.2861009080043813,97.2000000000001,100.0,49.5,0.111,0.099,0.79,0.0
hebbian_eta0.1,hebbian,0.1,10,1010,1000,100,2.363503216777891,97.3000000000001,100.0,48.0,0.907,0.093,0.0,0.0
hebbian_eta0.1,hebbian,0.1,11,1011,1000,100,2.3470093477907383,97.80000000000007,100.0,49.5,0.898,0.092,0.003,0.007
hebbian_eta0.1,hebbian,0.1,12,1012,1000,182,2.95428291067052,85.30000000000138,82.0,0.0,0.868,0.043,0.075,0.014
hebbian_eta0.1,hebbian,0.1,13,1013,1000,100,2.374426082207589,98.20000000000005,100.0,49.5,0.899,0.099,0.002,0.0
hebbian_eta0.1,hebbian,0.1,14,1014,1000,172,2.8251756288292964,75.29999999999993,72.0,0.0,0.916,0.059,0.022,0.003
hebbian_eta0.1,hebbian,0.1,15,1015,1000,20,2.383061727771528,97.3000000000001,20.0,40.0,0.98,0.0,0.015,0.005
hebbian_eta0.1,hebbian,0.1,16,1016,1000,246,3.3653141300908427,67.99999999999983,86.0,0.0,0.814,0.073,0.109,0.004
hebbian_eta0.1,hebbian,0.1,17,1017,1000,65,2.242414996752769,98.00000000000006,65.0,17.5,0.737,0.002,0.258,0.003
hebbian_eta0.1,hebbian,0.1,18,1018,1000,34,2.3910707373767552,97.90000000000006,34.0,33.0,0.965,0.001,0.033,0.001
hebbian_eta0.1,hebbian,0.1,19,1019,1000,116,2.558081497923282,98.10000000000005,76.0,10.0,0.91,0.021,0.064,0.005
hebbian_eta0.1,hebbian,0.1,20,1020,1000,100,2.614401852945074,90.80000000000265,100.0,0.0,0.901,0.0,0.055,0.044
hebbian_eta0.1,hebbian,0.1,21,1021,1000,100,2.22057994458289,95.80000000000035,100.0,49.5,0.108,0.099,0.793,0.0
hebbian_eta0.1,hebbian,0.1,22,1022,1000,100,2.4448107094711284,98.9,100.0,37.0,0.906,0.039,0.055,0.0
