condition,plasticity_rule,eta,run_id,seed,mother_survival_tick,child_survival_tick,mean_deficit,final_mother_energy,final_child_hunger,final_child_warmth,p_Forage,p_Care,p_Self,p_Protect
fixed,fixed,,0,1000,556,560,2.289298480177027,0.0,100.0,2.199999999999827,0.5285714285714286,0.4714285714285714,0.0,0.0
fixed,fixed,,1,1001,386,440,2.7276348761590996,0.0,100.0,6.399999999999831,0.6136363636363636,0.38636363636363635,0.0,0.0
fixed,fixed,,2,1002,411,440,2.016558962164041,0.0,100.0,0.0,0.9136363636363637,0.08636363636363636,0.0,0.0
fixed,fixed,,3,1003,1000,250,2.852529785825633,16.500000000001453,45.0,0.0,0.998,0.002,0.0,0.0
fixed,fixed,,4,1004,364,400,2.4156659722555878,0.0,100.0,21.999999999999343,0.4325,0.3375,0.23,0.0
fixed,fixed,,5,1005,749,425,2.700548681448696,0.0,52.5,0.0,0.35246995994659547,0.2136181575433912,0.43391188251001334,0.0
fixed,fixed,,6,1006,1000,200,1.71838620819894,34.800000000003024,100.0,49.8,0.801,0.199,0.0,0.0
fixed,fixed,,7,1007,1000,200,1.5698401871203473,43.20000000000311,100.0,49.8,0.797,0.203,0.0,0.0
fixed,fixed,,8,1008,1000,200,1.660211664221009,50.6000000000031,100.0,49.8,0.8,0.2,0.0,0.0
fixed,fixed,,9,1009,453,480,1.9554587259365135,0.0,100.0,2.1999999999996103,0.78125,0.21875,0.0,0.0
fixed,fixed,,10,1010,505,520,2.1249499285052016,0.0,100.0,9.799999999999827,0.5346153846153846,0.4653846153846154,0.0,0.0
fixed,fixed,,11,1011,1000,200,1.6269644961947873,46.100000000003114,100.0,49.8,0.799,0.201,0.0,0.0
fixed,fixed,,12,1012,1000,250,2.0889632928868713,15.55000000000128,45.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,13,1013,1000,250,3.0216646738889876,12.700000000000587,45.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,14,1014,402,440,2.0053748163568685,0.0,100.0,9.599999999999827,0.5363636363636364,0.4636363636363636,0.0,0.0
fixed,fixed,,15,1015,1000,315,2.4574216157805995,13.600000000001282,57.5,0.0,0.987,0.013,0.0,0.0
fixed,fixed,,16,1016,415,440,2.01215021732085,0.0,100.0,9.199999999999633,0.7068181818181818,0.29318181818181815,0.0,0.0
fixed,fixed,,17,1017,518,545,2.4081291335415203,0.0,92.5,0.0,0.5908256880733945,0.4,0.009174311926605505,0.0
fixed,fixed,,18,1018,506,478,2.218786021851648,0.0,79.0,0.0,0.6798418972332015,0.3201581027667984,0.0,0.0
fixed,fixed,,19,1019,1000,200,1.5575475646917467,60.25000000000317,100.0,49.8,0.801,0.199,0.0,0.0
fixed,fixed,,20,1020,705,495,2.5446200971255712,0.0,67.5,0.0,0.9304964539007092,0.06950354609929078,0.0,0.0
fixed,fixed,,21,1021,654,505,2.1619014290864,0.0,72.5,0.0,0.9220183486238532,0.0779816513761468,0.0,0.0
fixed,fixed,,22,1022,554,560,2.2117288659579657,0.0,100.0,1.9999999999996814,0.6678571428571428,0.33214285714285713,0.0,0.0
fixed,fixed,,23,1023,1000,250,2.0104439346677845,33.60000000000252,45.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,24,1024,1000,250,2.0756383487979653,38.35000000000253,45.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,25,1025,607,351,2.6354357604146155,0.0,75.5,0.0,0.8336079077429983,0.16639209225700163,0.0,0.0
fixed,fixed,,26,1026,1000,250,2.4780930959306637,17.45000000000107,45.0,0.0,1.0,0.0,0.0,0.0
fixed,fixed,,27,1027,1000,282,2.747457834855576,19.400000000001825,41.0,0.0,0.968,0.032,0.0,0.0
fixed,fixed,,28,1028,505,315,2.469348522018318,0.0,77.5,0.0,0.8712871287128713,0.12871287128712872,0.0,0.0
fixed,fixed,,29,1029,1000,250,2.1731281693354094,10.800000000001267,45.0,0.0,1.0,0.0,0.0,0.0
outcome_eta0.001,outcome,0.001,0,1000,554,560,2.227858117799889,0.0,100.0,18.999999999999723,0.5160714285714286,0.48392857142857143,0.0,0.0
outcome_eta0.001,outcome,0.001,1,1001,458,385,2.7018441337935126,0.0,72.5,0.0,0.9410480349344978,0.05895196506550218,0.0,0.0
outcome_eta0.001,outcome,0.001,2,1002,755,345,3.1829804053794146,0.0,72.5,0.0,0.9748344370860927,0.025165562913907286,0.0,0.0
outcome_eta0.001,outcome,0.001,3,1003,1000,200,1.940418012959453,40.45000000000308,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.001,outcome,0.001,4,1004,1000,240,1.8081935664516486,32.35000000000299,100.0,49.8,0.824,0.176,0.0,0.0
outcome_eta0.001,outcome,0.001,5,1005,504,520,2.751739823819882,0.0,100.0,23.599999999999778,0.3576923076923077,0.6423076923076924,0.0,0.0
outcome_eta0.001,outcome,0.001,6,1006,403,440,2.103958907309682,0.0,100.0,20.79999999999976,0.43636363636363634,0.5636363636363636,0.0,0.0
outcome_eta0.001,outcome,0.001,7,1007,363,400,2.357184975834989,0.0,100.0,20.59999999999979,0.4375,0.5625,0.0,0.0
outcome_eta0.001,outcome,0.001,8,1008,1000,200,1.6261933619602709,50.6000000000031,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.001,outcome,0.001,9,1009,1000,200,2.1002632329531417,62.05000000000321,100.0,49.8,0.755,0.199,0.046,0.0
outcome_eta0.001,outcome,0.001,10,1010,1000,200,1.5774649200404565,43.00000000000314,100.0,49.8,0.793,0.199,0.008,0.0
outcome_eta0.001,outcome,0.001,11,1011,452,480,2.3521119329938966,0.0,100.0,3.1999999999998137,0.675,0.325,0.0,0.0
outcome_eta0.001,outcome,0.001,12,1012,1000,200,2.5369356297596206,55.750000000003325,100.0,49.8,0.016,0.199,0.785,0.0
outcome_eta0.001,outcome,0.001,13,1013,357,400,2.2995755118295844,0.0,100.0,15.399999999999736,0.5375,0.4625,0.0,0.0
outcome_eta0.001,outcome,0.001,14,1014,1000,200,2.406823823850842,38.30000000000292,100.0,49.8,0.754,0.138,0.108,0.0
outcome_eta0.001,outcome,0.001,15,1015,456,480,1.9099796483620064,0.0,100.0,7.799999999999747,0.5604166666666667,0.4395833333333333,0.0,0.0
outcome_eta0.001,outcome,0.001,16,1016,1000,325,2.834154460846401,6.900000000000206,62.5,0.0,0.985,0.015,0.0,0.0
outcome_eta0.001,outcome,0.001,17,1017,755,465,2.470310922625807,0.0,72.5,0.0,0.9430463576158941,0.05695364238410596,0.0,0.0
outcome_eta0.001,outcome,0.001,18,1018,458,480,2.397372178912755,0.0,100.0,14.199999999999811,0.46875,0.53125,0.0,0.0
outcome_eta0.001,outcome,0.001,19,1019,380,440,2.763820381656128,0.0,100.0,9.599999999999827,0.5181818181818182,0.4818181818181818,0.0,0.0
outcome_eta0.001,outcome,0.001,20,1020,555,560,2.2995139497580674,0.0,100.0,4.399999999999815,0.48214285714285715,0.5178571428571429,0.0,0.0
outcome_eta0.001,outcome,0.001,21,1021,1000,200,1.6784074498213644,46.85000000000312,100.0,49.8,0.799,0.199,0.002,0.0
outcome_eta0.001,outcome,0.001,22,1022,1000,240,2.510019474617141,40.750000000003084,100.0,49.8,0.821,0.179,0.0,0.0
outcome_eta0.001,outcome,0.001,23,1023,1000,200,1.572320684865214,60.35000000000319,100.0,49.8,0.799,0.199,0.002,0.0
outcome_eta0.001,outcome,0.001,24,1024,1000,200,1.5972776930252868,62.00000000000321,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.001,outcome,0.001,25,1025,1000,200,2.095449560740113,52.60000000000316,100.0,49.8,0.792,0.199,0.009,0.0
outcome_eta0.001,outcome,0.001,26,1026,1000,200,1.820960018042498,55.50000000000316,100.0,49.8,0.796,0.199,0.005,0.0
outcome_eta0.001,outcome,0.001,27,1027,474,520,2.3681683734332917,0.0,100.0,4.7999999999997724,0.5711538461538461,0.4288461538461538,0.0,0.0
outcome_eta0.001,outcome,0.001,28,1028,404,400,2.796748296493267,0.0,100.0,13.599999999999813,0.5247524752475248,0.4752475247524752,0.0,0.0
outcome_eta0.001,outcome,0.001,29,1029,458,480,2.8761950979134583,0.0,100.0,0.7999999999997989,0.6916666666666667,0.30833333333333335,0.0,0.0
outcome_eta0.01,outcome,0.01,0,1000,553,560,2.153476614931821,0.0,100.0,4.999999999999815,0.4660714285714286,0.5339285714285714,0.0,0.0
outcome_eta0.01,outcome,0.01,1,1001,405,440,2.32100384624707,0.0,100.0,10.799999999999823,0.6840909090909091,0.3159090909090909,0.0,0.0
outcome_eta0.01,outcome,0.01,2,1002,1000,200,1.8528100471565516,30.800000000002967,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.01,outcome,0.01,3,1003,1000,200,1.631551683582649,40.45000000000308,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.01,outcome,0.01,4,1004,358,400,2.349655989709136,0.0,100.0,16.19999999999979,0.495,0.505,0.0,0.0
outcome_eta0.01,outcome,0.01,5,1005,558,526,2.7999079760645404,0.0,83.0,0.0,0.9014336917562724,0.0985663082437276,0.0,0.0
outcome_eta0.01,outcome,0.01,6,1006,1000,200,2.016458396044523,34.800000000003024,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.01,outcome,0.01,7,1007,447,480,2.448331830253584,0.0,100.0,4.399999999999829,0.58125,0.41875,0.0,0.0
outcome_eta0.01,outcome,0.01,8,1008,1000,200,2.3903523728968383,50.6000000000031,100.0,49.8,0.77,0.199,0.031,0.0
outcome_eta0.01,outcome,0.01,9,1009,1000,200,1.5386789881043723,60.15000000000321,100.0,49.8,0.798,0.199,0.003,0.0
outcome_eta0.01,outcome,0.01,10,1010,1000,200,1.8407982392032713,43.00000000000314,100.0,49.8,0.796,0.199,0.005,0.0
outcome_eta0.01,outcome,0.01,11,1011,1000,280,2.5760513820980107,18.20000000000223,100.0,47.99999999999997,0.75,0.25,0.0,0.0
outcome_eta0.01,outcome,0.01,12,1012,1000,200,1.8901765423897945,45.0500000000031,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.01,outcome,0.01,13,1013,1000,200,1.5010743305771421,58.450000000003186,100.0,49.19999999999999,0.804,0.196,0.0,0.0
outcome_eta0.01,outcome,0.01,14,1014,401,440,2.2044725494309563,0.0,100.0,16.599999999999717,0.47954545454545455,0.5204545454545455,0.0,0.0
outcome_eta0.01,outcome,0.01,15,1015,1000,200,1.8010660259493283,65.15000000000272,100.0,9.999999999999826,0.566,0.005,0.429,0.0
outcome_eta0.01,outcome,0.01,16,1016,1000,250,2.4008106539872216,17.450000000001197,45.0,0.0,1.0,0.0,0.0,0.0
outcome_eta0.01,outcome,0.01,17,1017,1000,200,1.5417739623845255,57.300000000003195,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.01,outcome,0.01,18,1018,502,520,2.436321068342218,0.0,100.0,6.399999999999831,0.5807692307692308,0.41923076923076924,0.0,0.0
outcome_eta0.01,outcome,0.01,19,1019,1000,200,1.8720210666923196,60.25000000000317,100.0,49.8,0.799,0.199,0.002,0.0
outcome_eta0.01,outcome,0.01,20,1020,553,560,2.2725187996282807,0.0,100.0,16.199999999999804,0.40535714285714286,0.5946428571428571,0.0,0.0
outcome_eta0.01,outcome,0.01,21,1021,541,560,2.174693547187126,0.0,100.0,5.799999999999702,0.5160714285714286,0.48392857142857143,0.0,0.0
outcome_eta0.01,outcome,0.01,22,1022,652,548,2.353617087404906,0.0,94.0,0.0,0.5398773006134969,0.299079754601227,0.16104294478527606,0.0
outcome_eta0.01,outcome,0.01,23,1023,1000,200,2.5554618264914026,33.75000000000337,100.0,49.8,0.0,0.199,0.801,0.0
outcome_eta0.01,outcome,0.01,24,1024,1000,200,1.505544056614441,62.00000000000321,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.01,outcome,0.01,25,1025,805,355,2.226532797815877,0.0,77.5,0.0,0.9739130434782609,0.02608695652173913,0.0,0.0
outcome_eta0.01,outcome,0.01,26,1026,1000,200,1.6059135894024998,55.50000000000316,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.01,outcome,0.01,27,1027,1000,200,1.8929039282543398,47.70000000000311,100.0,49.8,0.801,0.199,0.0,0.0
outcome_eta0.01,outcome,0.01,28,1028,1000,240,1.7961790639746353,30.40000000000282,100.0,47.39999999999996,0.783,0.217,0.0,0.0
outcome_eta0.01,outcome,0.01,29,1029,1000,200,1.886976221412052,53.050000000003294,100.0,49.8,0.414,0.199,0.387,0.0
outcome_eta0.1,outcome,0.1,0,1000,1000,200,1.59771326082228,59.10000000000302,100.0,49.8,0.854,0.144,0.002,0.0
outcome_eta0.1,outcome,0.1,1,1001,1000,200,1.9281381684507135,25.250000000002462,100.0,49.8,0.868,0.132,0.0,0.0
outcome_eta0.1,outcome,0.1,2,1002,1000,200,2.4757079977259577,35.55000000000338,100.0,49.8,0.0,0.199,0.801,0.0
outcome_eta0.1,outcome,0.1,3,1003,456,480,1.7850497266072907,0.0,100.0,14.999999999999723,0.5520833333333334,0.4479166666666667,0.0,0.0
outcome_eta0.1,outcome,0.1,4,1004,1000,240,1.7974887708914828,32.35000000000301,100.0,49.8,0.821,0.176,0.003,0.0
outcome_eta0.1,outcome,0.1,5,1005,507,520,1.9293471247156657,0.0,100.0,19.199999999999793,0.4403846153846154,0.5596153846153846,0.0,0.0
outcome_eta0.1,outcome,0.1,6,1006,408,440,2.049077219294365,0.0,100.0,20.799999999999788,0.5318181818181819,0.4681818181818182,0.0,0.0
outcome_eta0.1,outcome,0.1,7,1007,807,385,2.1580907636926043,0.0,72.5,0.0,0.966542750929368,0.03345724907063197,0.0,0.0
outcome_eta0.1,outcome,0.1,8,1008,453,480,2.3003929896267667,0.0,100.0,17.1999999999998,0.4583333333333333,0.5416666666666666,0.0,0.0
outcome_eta0.1,outcome,0.1,9,1009,758,444,2.11917227350313,0.0,82.0,0.0,0.9023746701846965,0.09762532981530343,0.0,0.0
outcome_eta0.1,outcome,0.1,10,1010,1000,200,1.708106982444354,43.00000000000314,100.0,49.8,0.798,0.199,0.003,0.0
outcome_eta0.1,outcome,0.1,11,1011,560,415,2.02899061695165,5.0,67.5,0.0,0.9410714285714286,0.05892857142857143,0.0,0.0
outcome_eta0.1,outcome,0.1,12,1012,460,480,2.017651866258659,0.0,100.0,23.799999999999777,0.5208333333333334,0.4791666666666667,0.0,0.0
