generation,u_forage_child_hunger,u_forage_energy_deficit,u_forage_low_fear,u_care_child_warmth,u_care_closeness_deficit,u_care_bonding,u_self_fatigue,u_self_fear,u_self_stress,u_protect_child_injury,u_protect_fear,u_protect_closeness_deficit,u_protect_bonding
0,0.40581311290499433,0.9531785910894204,0.7453942447208348,0.6187255599871848,0.19821770842031466,0.19819479431939252,0.10517943155978948,0.8728673384861885,0.6210592611560484,0.7226689489062432,0.06955526958101232,0.9714143595538947,0.8408205087604007
500,0.3607371926379685,1.0,0.7782088206984792,0.7010137787998948,0.24992249448857168,0.17365630526116282,0.09776142503637719,1.0,0.5476554661080955,0.7413324309829372,0.05,0.9250024426184388,0.9741976801578711
1000,0.3607371926379685,1.0,0.7782088206984792,0.7010137787998948,0.24992249448857168,0.17365630526116282,0.09776142503637719,1.0,0.5476554661080955,0.7413324309829372,0.05,0.9250024426184388,0.9741976801578711
1500,0.3607371926379685,1.0,0.7782088206984792,0.7010137787998948,0.24992249448857168,0.17365630526116282,0.09776142503637719,1.0,0.5476554661080955,0.7413324309829372,0.05,0.9250024426184388,0.9741976801578711
2000,0.3607371926379685,1.0,0.7782088206984792,0.7010137787998948,0.24992249448857168,0.17365630526116282,0.09776142503637719,1.0,0.5476554661080955,0.7413324309829372,0.05,0.9250024426184388,0.9741976801578711
2500,0.3607371926379685,1.0,0.7782088206984792,0.7010137787998948,0.24992249448857168,0.17365630526116282,0.09776142503637719,1.0,0.5476554661080955,0.7413324309829372,0.05,0.9250024426184388,0.9741976801578711
3000,0.3607371926379685,1.0,0.7782088206984792,0.7010137787998948,0.24992249448857168,0.17365630526116282,0.09776142503637719,1.0,0.5476554661080955,0.7413324309829372,0.05,0.9250024426184388,0.9741976801578711
