tick,plasticity_this_tick,m0_energy,m0_fatigue,m0_bonding,m0_fear_threat,m0_stress,m0_closeness_child,m0_OT,m0_CORT,m0_mot_Forage,m0_mot_Care,m0_mot_Self,m0_mot_Protect,m0_sel_Forage,m0_sel_Care,m0_sel_Self,m0_sel_Protect,c0_hunger,c0_warmth,c0_injury
797,0,94.39999999999992,0.0,8.212853695148817e-154,3.6417679351530046e-156,4.400785865700421e-119,0.0,3.1267441743009945e-156,1.6312521318078104e-121,13.43370898654865,5.951610292972553e-155,1.743429028772123e-119,2.4354873077628054e-155,1,0,0,0,,,
798,0,94.19999999999992,0.0,4.114243708010161e-154,1.8208839675765023e-156,2.2058304399562367e-119,0.0,1.5633720871504973e-156,8.156260659039052e-122,13.43370898654865,2.9814697922665415e-155,8.738686541288487e-120,1.2198964533235316e-155,1,0,0,0,,,
799,0,93.99999999999991,0.0,2.061030284222957e-154,9.104419837882512e-157,1.1056339735311315e-119,0.0,7.816860435752486e-157,4.078130329519526e-122,13.43370898654865,1.4935672190234032e-155,4.3801139693581786e-120,6.110246263828303e-156,1,0,0,0,,,
800,0,93.79999999999991,0.0,1.0324693572204167e-154,4.552209918941256e-157,5.541763635420723e-120,0.0,3.908430217876243e-157,2.039065164759763e-122,13.43370898654865,7.481997709567677e-156,2.195442334036057e-120,3.060505130519473e-156,1,0,0,0,,,
801,0,93.59999999999991,0.0,5.172117861646774e-155,2.276104959470628e-157,2.7776787015928943e-120,0.0,1.9542151089381216e-157,1.0195325823798815e-122,13.43370898654865,3.74807966200917e-156,1.1004138416965123e-120,1.5329435645623982e-156,1,0,0,0,,,
802,0,93.09999999999991,0.5,2.5909444685957326e-155,1.138052479735314e-157,1.3922377927377135e-120,0.0,9.771075544690608e-158,5.0976629118994076e-123,13.43370898654865,1.8775802346172502e-156,5.51553258187498e-121,7.678172819325294e-157,1,0,0,0,,,
803,0,92.59999999999991,1.0,1.297915003184039e-155,5.69026239867657e-158,6.9781811733949e-121,0.0,4.885537772345304e-158,2.5488314559497038e-123,13.43370898654865,9.405603191149576e-157,0.27780013126156566,3.8458139079193e-157,1,0,0,0,,,
804,0,92.09999999999991,1.5,6.501788860351059e-156,2.845131199338285e-158,3.4975866915506158e-121,0.0,2.442768886172652e-158,1.2744157279748519e-123,13.43370898654865,4.711652604606453e-157,0.5556002625231313,1.9262707030879768e-157,1,0,0,0,,,
805,0,91.59999999999991,2.0,3.257001352390961e-156,1.4225655996691424e-158,1.7530413982018909e-121,0.0,1.221384443086326e-158,6.3720786398742595e-124,13.43370898654865,2.3602518068190578e-157,0.833400393784697,9.648172261081517e-158,1,0,0,0,,,
806,0,91.09999999999991,2.5,1.6315541373031965e-156,7.112827998345712e-159,8.786447253142369e-122,0.0,6.10692221543163e-159,3.1860393199371298e-124,13.43370898654865,1.1823386556674447e-157,1.1112005250462627,4.832495503361574e-158,1,0,0,0,,,
807,0,100,2.6,8.173037992054562e-157,3.556413999172856e-159,4.403843757637642e-122,0.0,3.053461107715815e-159,1.5930196599685649e-124,13.43370898654865,5.9227570396268035e-158,1.3890006563078285,2.420452438091195e-158,1,0,0,0,,,
808,0,99.8,1.6,4.094152648796571e-157,1.778206999586428e-159,2.2072319443520498e-122,0.0,1.5267305538579075e-159,7.965098299842824e-125,13.43370898654865,2.9669104004581913e-158,1.4445606825601418,1.2123285622508013e-158,1,0,0,0,,,
809,0,99.6,0.6000000000000001,2.0508931507829304e-157,8.89103499793214e-160,1.1062710049426393e-122,0.0,7.633652769289537e-160,3.982549149921412e-125,13.43370898654865,1.4862211405514908e-158,0.8889604200370101,6.072154527280028e-159,1,0,0,0,,,
810,0,99.39999999999999,0.0,1.0273549885837876e-157,4.44551749896607e-160,5.544630188546268e-123,0.0,3.816826384644769e-160,1.991274574960706e-125,13.43370898654865,7.444935404369427e-159,0.33336015751387893,3.0413331216530237e-159,1,0,0,0,,,
811,0,99.19999999999999,0.0,5.14631700888055e-158,2.222758749483035e-160,2.77895267618967e-123,0.0,1.9084131923223843e-160,9.95637287480353e-126,13.43370898654865,3.729382552990701e-159,1.1009185434388188e-123,1.5232944898330168e-159,1,0,0,0,,,
812,0,98.99999999999999,0.0,2.5779295374210813e-158,1.1113793747415175e-160,1.392795129053103e-123,0.0,9.542065961611922e-161,4.978186437401765e-126,13.43370898654865,1.8681487018983442e-159,5.517740542772627e-124,7.62961209419761e-160,1,0,0,0,,,
813,0,98.79999999999998,0.0,1.2913502852009437e-158,5.556896873707588e-161,6.980569600056855e-124,0.0,4.771032980805961e-161,2.4890932187008826e-126,13.43370898654865,9.358030636506689e-160,2.765444184175581e-124,3.8213758696150674e-160,1,0,0,0,,,
814,0,98.59999999999998,0.0,6.468679008456734e-159,2.778448436853794e-161,3.4985817774240972e-124,0.0,2.3855164904029804e-161,1.2445466093504413e-126,13.43370898654865,4.687658881760828e-160,1.3860090484824241e-124,1.913972846065665e-160,1,0,0,0,,,
815,0,98.39999999999998,0.0,3.2403032954543746e-159,1.389224218426897e-161,1.7534393774098836e-124,0.0,1.1927582452014902e-161,6.2227330467522066e-127,13.43370898654865,2.3481512226341562e-160,6.946480024385287e-125,9.58628878661898e-161,1,0,0,0,,,
816,0,98.19999999999997,0.0,1.623133543340191e-159,6.946121092134485e-162,8.787939330538593e-125,0.0,5.963791226007451e-162,3.1113665233761033e-127,13.43370898654865,1.176236502193949e-160,3.481457403179228e-125,4.801356671454819e-161,1,0,0,0,,,
817,0,97.99999999999997,0.0,8.130577194765975e-160,3.4730605460672423e-162,4.4043408870138837e-125,0.0,2.9818956130037255e-162,1.5556832616880516e-127,13.43370898654865,5.8919869653541004e-161,1.744837397082906e-125,2.4047844748000735e-161,1,0,0,0,,,
818,0,97.79999999999997,0.0,4.072743336415497e-160,1.7365302730336211e-162,2.2073560543792355e-125,0.0,1.4909478065018628e-162,7.778416308440258e-128,13.43370898654865,2.9513957098692275e-161,8.74473046288099e-126,1.2044453069363688e-161,1,0,0,0,,,
819,0,97.59999999999997,0.0,2.0400990377240032e-160,8.682651365168106e-163,1.1062708326257646e-125,0.0,7.454739032509314e-163,3.889208154220129e-128,13.43370898654865,1.4783989685307024e-161,4.382636970173725e-126,6.032491882363505e-162,1,0,0,0,,,
820,0,97.39999999999996,0.0,1.021913203620129e-160,4.341325682584053e-163,5.544318190309557e-126,0.0,3.727369516254657e-163,1.9446040771100646e-128,13.43370898654865,7.405500410633956e-162,2.1964543544534775e-126,3.021378615022582e-162,1,0,0,0,,,
821,0,97.19999999999996,0.0,5.118884441891282e-161,2.1706628412920264e-163,2.7786411087451457e-126,0.0,1.8636847581273285e-163,9.723020385550323e-129,13.43370898654865,3.7095029893072e-162,1.1007951119100464e-126,1.5132556444317062e-162,1,0,0,0,,,
822,0,96.69999999999996,0.5,2.5641014328409595e-161,1.0853314206460132e-163,1.3925615611677564e-126,0.0,9.318423790636642e-164,4.8615101927751614e-129,13.43370898654865,1.858127886648711e-162,5.5168152329667684e-127,7.579109906760607e-163,1,0,0,0,,,
823,0,100,0.6,1.284380322368139e-161,5.426657103230066e-164,6.9790128398147e-127,0.0,4.659211895318321e-164,2.4307550963875807e-129,13.43370898654865,9.307521393219108e-163,0.27780013126156566,3.7959707956813404e-163,1,0,0,0,,,
824,0,99.8,0.0,6.433549641578991e-162,2.713328551615033e-164,3.497608936895309e-127,0.0,2.3296059476591606e-164,1.2153775481937903e-129,13.43370898654865,4.6622016765973315e-163,0.3333601575138789,1.9011933189911893e-163,1,0,0,0,,,
825,0,99.6,0.0,3.2225988356586436e-162,1.3566642758075165e-164,1.7528557269416339e-127,0.0,1.1648029738295803e-164,6.076887740968952e-130,13.43370898654865,2.3353213282925546e-163,6.944167816520475e-128,9.522006200708542e-164,1,0,0,0,,,
826,0,99.39999999999999,0.0,1.6142114252638959e-162,6.783321379037583e-165,8.784534927178067e-128,0.0,5.824014869147901e-165,3.038443870484476e-130,13.43370898654865,1.1697709091432217e-163,3.4801087041455735e-128,4.769022903230567e-164,1,0,0,0,,,
827,0,99.19999999999999,0.0,8.08561716349235e-163,3.3916606895187913e-165,4.402395609823982e-128,0.0,2.9120074345739507e-165,1.519221935242238e-130,13.43370898654865,5.859405770700829e-164,1.7440667500154547e-128,2.3885213530534323e-164,1,0,0,0,,,
828,0,98.99999999999999,0.0,4.05008860033261e-163,1.6958303447593956e-165,2.2062618780294652e-128,0.0,1.4560037172869754e-165,7.59610967621119e-131,13.43370898654865,2.9349784978427756e-164,8.740395739790614e-129,1.1962656272457902e-164,1,0,0,0,,,
829,0,98.79999999999998,0.0,2.0286843094595225e-163,8.479151723796978e-166,1.1056629755734698e-128,0.0,7.280018586434877e-166,3.798054838105595e-131,13.43370898654865,1.4701270551675683e-164,4.380228864751977e-129,5.991352889824323e-165,1,0,0,0,,,
830,0,98.59999999999998,0.0,1.01616215937637e-163,4.239575861898489e-166,5.5409750606610346e-129,0.0,3.6400092932174384e-166,1.8990274190527974e-131,13.43370898654865,7.363824307068744e-165,2.1951299298043233e-129,3.0006888217098474e-165,1,0,0,0,,,
831,0,98.39999999999998,0.0,5.089910820114894e-164,2.1197879309492445e-166,2.7768176217273602e-129,0.0,1.8200046466087192e-166,9.495137095263987e-132,13.43370898654865,3.6885066691498225e-165,1.1000727136163291e-129,1.5028505992537662e-165,1,0,0,0,,,
832,0,98.19999999999997,0.0,2.549505421673969e-164,1.0598939654746223e-166,1.3915738565621015e-129,0.0,9.100023233043596e-167,4.7475685476319935e-132,13.43370898654865,1.8475505923826369e-165,5.512902311652483e-130,7.526783938263046e-166,1,0,0,0,,,
833,0,97.99999999999997,0.0,1.2770277166452455e-164,5.299469827373111e-167,6.973694511302615e-130,0.0,4.550011616521798e-167,2.3737842738159968e-132,13.43370898654865,9.25423925095181e-166,2.76272052761166e-130,3.76965744012863e-166,1,0,0,0,,,
834,0,97.79999999999997,0.0,6.396513612267532e-165,2.6497349136865557e-167,3.494759869897361e-130,0.0,2.275005808260899e-167,1.1868921369079984e-132,13.43370898654865,4.635362769995219e-166,1.3844949496985393e-130,1.8879614555628685e-166,1,0,0,0,,,
835,0,97.59999999999997,0.0,3.2039443206544185e-165,1.3248674568432778e-167,1.7513362420717073e-130,0.0,1.1375029041304495e-167,5.934460684539992e-133,13.43370898654865,2.3218029572572667e-166,6.938148177956243e-131,9.45547095530711e-167,1,0,0,0,,,
836,0,97.39999999999996,0.0,1.6048159175875355e-165,6.624337284216389e-168,8.776462745973671e-131,0.0,5.6875145206522475e-168,2.967230342269996e-133,13.43370898654865,1.1629622647584616e-166,3.4769108037098946e-131,4.735567316399939e-167,1,0,0,0,,,
837,0,97.19999999999996,0.0,8.038298374239308e-166,3.3121686421081946e-168,4.3981221407944023e-131,0.0,2.8437572603261237e-168,1.483615171134998e-133,13.43370898654865,5.8251152544414505e-167,1.7423737592208342e-131,2.3716995775731615e-167,1,0,0,0,,,
838,0,96.99999999999996,0.0,4.02625858027047e-166,1.6560843210540973e-168,2.2040064543009847e-131,0.0,1.4218786301630619e-168,7.41807585567499e-134,13.43370898654865,2.9177095925452962e-167,8.731460582933604e-132,1.1878077484731766e-167,1,0,0,0,,,
839,0,96.79999999999995,0.0,2.0166839867106427e-166,8.280421605270487e-169,1.1044759191023841e-131,0.0,7.109393150815309e-169,3.709037927837495e-134,13.43370898654865,1.4614307789349338e-167,4.3755261848815186e-132,5.948828540798864e-168,1,0,0,0,,,
840,0,96.59999999999995,0.0,1.0101193416430252e-166,4.140210802635243e-169,5.534743055271379e-132,0.0,3.5546965754076547e-169,1.8545189639187475e-134,13.43370898654865,7.320033807986097e-168,2.1926610391481176e-132,2.979309169615921e-168,1,0,0,0,,,
841,0,96.39999999999995,0.0,5.0594834496536455e-167,2.0701054013176216e-169,2.773553257515419e-132,0.0,1.7773482877038273e-169,9.272594819593737e-135,13.43370898654865,3.666456860648762e-168,1.098779492927738e-132,1.4921020344162057e-168,1,0,0,0,,,
842,0,95.89999999999995,0.5,2.5341850955460825e-167,1.0350527006588108e-169,1.3898674936975742e-132,0.0,8.886741438519137e-170,4.636297409796869e-135,13.43370898654865,1.8364484086522385e-168,5.506142331407085e-133,7.472747420122254e-169,1,0,0,0,,,
843,0,95.39999999999995,1.0,1.2693142331326711e-167,5.175263503294054e-170,6.964791793187194e-133,0.0,4.443370719259568e-170,2.3181487048984343e-135,13.43370898654865,9.198341934900475e-169,0.27780013126156566,3.7424923340817394e-169,1,0,0,0,,,
844,0,94.89999999999995,1.5,6.357679592461505e-168,2.587631751647027e-170,3.490123058943259e-133,0.0,2.221685359629784e-170,1.1590743524492172e-135,13.43370898654865,4.607220913269879e-169,0.5556002625231313,1.8743054790511758e-169,1,0,0,0,,,
845,0,94.39999999999995,2.0,3.184394009629827e-168,1.2938158758235135e-170,1.7489251106464603e-133,0.0,1.110842679814892e-170,5.795371762246086e-136,13.43370898654865,2.307635429544761e-169,0.833400393784697,9.386823955307411e-170,1,0,0,0,,,
846,0,93.89999999999995,2.5,1.5949741115144508e-168,6.469079379117568e-171,8.763943459106456e-134,0.0,5.55421339907446e-171,2.897685881123043e-136,13.43370898654865,1.1558302012272912e-169,1.1112005250462627,4.70106025767947e-170,1,0,0,0,,,
847,0,100,2.6,7.988756091069941e-169,3.234539689558784e-171,4.391630682490305e-134,0.0,2.77710669953723e-171,1.4488429405615215e-136,13.43370898654865,5.789213438411009e-170,1.3890006563078285,2.354354268852618e-170,1,0,0,0,,,
848,0,99.5,3.1,4.001320812283814e-169,1.617269844779392e-171,2.200644817713691e-134,0.0,1.388553349768615e-171,7.244214702807607e-137,13.43370898654865,2.8996379353427805e-170,1.4445606825601418,1.1790892044327502e-170,1,0,0,0,,,
849,0,99.0,3.6,2.0041317895163285e-169,8.08634922389696e-172,1.1027371470911146e-134,0.0,6.942766748843076e-172,3.6221073514038037e-137,13.43370898654865,1.4523345757400286e-170,1.7223608138217072,5.905006372195958e-171,1,0,0,0,,,
850,0,98.5,4.1,1.0038015864453751e-169,4.04317461194848e-172,5.525759426626918e-135,0.0,3.471383374421538e-172,1.8110536757019018e-137,13.43370898654865,7.274250919043335e-171,2.0001609450832736,2.957283361114083e-171,1,0,0,0,,,
851,0,98.0,4.6,5.0276863906629295e-170,2.02158730597424e-172,2.7689165588991317e-135,0.0,1.735691687210769e-172,9.055268378509509e-138,13.43370898654865,3.643414479693263e-171,2.2779610763448384,1.481031768065093e-171,1,0,0,0,,,
852,0,100,4.699999999999999,2.518182424549492e-170,1.01079365298712e-172,1.387476702242402e-135,0.0,8.678458436053844e-173,4.5276341892547546e-138,13.43370898654865,1.8248517499324293e-171,2.5557612076064045,7.417109277865724e-172,1,0,0,0,,,
853,0,99.8,3.6999999999999993,1.2612608268837594e-170,5.0539682649356e-173,6.952475625176192e-136,0.0,4.339229218026922e-173,2.2638170946273773e-138,13.43370898654865,9.139981300091136e-172,2.6113212338587175,3.714529857702991e-172,1,0,0,0,,,
854,0,99.6,2.6999999999999993,6.317152207463865e-171,2.5269841324678e-173,3.483783869570187e-136,0.0,2.169614609013461e-173,1.1319085473136886e-138,13.43370898654865,4.577851925260062e-172,2.0557209713355857,1.86025253823656e-172,1,0,0,0,,,
855,0,99.39999999999999,1.6999999999999993,3.1640001402544663e-171,1.2634920662339e-173,1.745664963276139e-136,0.0,1.0848073045067306e-173,5.659542736568443e-139,13.43370898654865,2.2928566002372783e-172,1.5001207088124544,9.316200738108125e-173,1,0,0,0,,,
856,0,99.19999999999999,0.6999999999999993,1.5847120883885e-171,6.3174603311695e-174,8.747189958835921e-137,0.0,5.424036522533653e-174,2.8297713682842216e-139,13.43370898654865,1.1483936189222629e-172,0.944520446289323,4.665569392516724e-173,1,0,0,0,,,
857,0,98.99999999999999,0.0,7.937120533248835e-172,3.15873016558475e-174,4.383027550645574e-137,0.0,2.7120182612668264e-174,1.4148856841421108e-139,13.43370898654865,5.7517946886294314e-173,0.3889201837661916,2.3365192079896926e-173,1,0,0,0,,,
858,0,98.79999999999998,0.0,3.975340312277585e-172,1.579365082792375e-174,2.1962300609365937e-137,0.0,1.3560091306334132e-174,7.074428420710554e-140,13.43370898654865,2.880810641323775e-173,8.700653380892039e-138,1.1701268598605117e-173,1,0,0,0,,,
859,0,98.59999999999998,0.0,1.991060178965376e-172,7.896825413961874e-175,1.1004731732752002e-137,0.0,6.780045653167066e-175,3.537214210355277e-140,13.43370898654865,1.4428619691664171e-173,4.3596687824018865e-138,5.859970578630886e-174,1,0,0,0,,,
860,0,98.39999999999998,0.0,9.972251008959798e-173,3.948412706980937e-175,5.514156580410518e-138,0.0,3.390022826583533e-175,1.7686071051776385e-140,13.43370898654865,7.226593088354732e-174,2.184505437178877e-138,2.934653428979606e-174,1,0,0,0,,,
861,0,98.19999999999997,0.0,4.994600561546358e-173,1.9742063534904686e-175,2.7629736472225174e-138,0.0,1.6950114132917665e-175,8.843035525888193e-141,13.43370898654865,3.61943816543869e-174,1.0945882415784053e-138,1.4696607843218849e-174,1,0,0,0,,,
862,0,97.69999999999997,0.5,2.5015378093064087e-173,9.871031767452343e-176,1.384434502119888e-138,0.0,8.475057066458832e-176,4.421517762944096e-141,13.43370898654865,1.812789893350007e-174,5.4846188228368605e-139,7.359974270769834e-175,1,0,0,0,,,
863,0,97.19999999999997,1.0,1.2528876689198191e-173,4.9355158837261716e-176,6.936910903142585e-139,0.0,4.237528533229416e-176,2.210758881472048e-141,13.43370898654865,9.079303519903346e-175,0.27780013126156566,3.685822309965121e-175,1,0,0,0,,,
864,0,96.69999999999997,1.5,6.2750321659321695e-174,2.4677579418630858e-176,3.475824647842866e-139,0.0,2.118764266614708e-176,1.105379440736024e-141,13.43370898654865,4.547328786528327e-175,0.5556002625231313,1.8458287422726624e-175,1,0,0,0,,,
865,0,100,1.6,3.1428129936326217e-174,1.2338789709315429e-176,1.7415969220572194e-139,0.0,1.059382133307354e-176,5.52689720368012e-142,13.43370898654865,2.2775029065524907e-175,0.833400393784697,9.243731647813826e-176,1,0,0,0,,,
866,0,99.8,0.6000000000000001,1.5740549521495793e-174,6.1693948546577144e-177,8.72640760096503e-140,0.0,5.29691066653677e-177,2.76344860184006e-142,13.43370898654865,1.1406707099204092e-175,0.8889604200370101,4.629159792132167e-176,1,0,0,0,,,
867,0,99.6,0.0,7.883517037414239e-175,3.0846974273288572e-177,4.372415295821981e-140,0.0,2.648455333268385e-177,1.38172430092003e-142,13.43370898654865,5.7129498328228644e-176,0.33336015751387893,2.3182268801787117e-176,1,0,0,0,,,
868,0,99.39999999999999,0.0,3.9483796570402907e-175,1.5423487136644286e-177,2.1908133955807236e-140,0.0,1.3242276666341926e-177,6.90862150460015e-143,13.43370898654865,2.8612730580218416e-176,8.679194550790417e-141,1.1609369321456698e-176,1,0,0,0,,,
869,0,99.19999999999999,0.0,1.977500397686731e-175,7.711743568322143e-178,1.0977095716252284e-140,0.0,6.621138333170963e-178,3.454310752300075e-143,13.43370898654865,1.4330355998161252e-176,4.34872041207086e-141,5.813802121009917e-177,1,0,0,0,,,
870,0,98.99999999999999,0.0,9.904054834266583e-176,3.8558717841610715e-178,5.500062227300475e-141,0.0,3.3105691665854814e-178,1.7271553761500376e-143,13.43370898654865,7.177173353106651e-177,2.178921774373256e-141,2.9114597906457437e-177,1,0,0,0,,,
871,0,98.79999999999998,0.0,4.960303840049755e-176,1.9279358920805358e-178,2.755788298237404e-141,0.0,1.6552845832927407e-178,8.635776880750188e-144,13.43370898654865,3.5945843535663357e-177,1.091741671355541e-141,1.4580092603932637e-177,1,0,0,0,,,
872,0,98.59999999999998,0.0,2.4842901314831096e-176,9.639679460402679e-179,1.380772741412285e-141,0.0,8.276422916463704e-179,4.317888440375094e-144,13.43370898654865,1.8002910152896738e-177,5.4701122776222694e-142,7.301443127318282e-178,1,0,0,0,,,
873,0,98.39999999999998,0.0,1.2442141714706708e-176,4.8198397302013394e-179,6.918256668529341e-142,0.0,4.138211458231852e-179,2.158944220187547e-144,13.43370898654865,9.016449268980898e-178,2.7407580992334172e-142,3.6564199763351217e-178,1,0,0,0,,,
874,0,98.19999999999997,0.0,6.231416385998934e-177,2.4099198651006697e-179,3.466324814998629e-142,0.0,2.069105729115926e-179,1.0794721100937735e-144,13.43370898654865,4.515721730756714e-178,1.3732300298278495e-142,1.8310591945055512e-178,1,0,0,0,,,
875,0,97.99999999999997,0.0,3.120880957322257e-177,1.2049599325503349e-179,1.7367606478662934e-142,0.0,1.034552864557963e-179,5.3973605504688675e-145,13.43370898654865,2.2616094135114888e-178,6.880405050194955e-143,9.169542004217709e-179,1,0,0,0,,,
876,0,97.79999999999997,0.0,1.5630268608225235e-177,6.024799662751674e-180,8.701794441166362e-143,0.0,5.172764322789815e-180,2.6986802752344338e-145,13.43370898654865,1.1326789808223106e-178,3.44732997562533e-143,4.5918940179538304e-179,1,0,0,0,,,
877,0,97.59999999999997,0.0,7.828066214919592e-178,3.012399831375837e-180,4.359892821500628e-143,0.0,2.5863821613949074e-180,1.3493401376172169e-145,13.43370898654865,5.672766274444384e-179,1.7272287130765914e-143,2.299508516899403e-179,1,0,0,0,,,
878,0,97.39999999999996,0.0,3.9204990628632837e-178,1.5061999156879186e-180,2.184444211209038e-143,0.0,1.2931910806974537e-180,6.746700688086084e-146,13.43370898654865,2.8410688223886074e-179,8.65396219170259e-144,1.1515350124109457e-179,1,0,0,0,,,
879,0,97.19999999999996,0.0,1.9634825091333856e-178,7.530999578439593e-181,1.0944710058338809e-143,0.0,6.465955403487268e-181,3.373350344043042e-146,13.43370898654865,1.4228772537775112e-179,4.3358904090111115e-144,5.7665788318609475e-180,1,0,0,0,,,
880,0,96.99999999999996,0.0,9.833577434175647e-179,3.7654997892197964e-181,5.483599530316214e-144,0.0,3.232977701743634e-181,1.686675172021521e-146,13.43370898654865,7.126100481803593e-180,2.172399861085464e-144,2.8877413008335837e-180,1,0,0,0,,,
881,0,96.79999999999995,0.0,4.9248711613421826e-179,1.8827498946098982e-181,2.7474220157315116e-144,0.0,1.616488850871817e-181,8.433375860107606e-147,13.43370898654865,3.568907347359816e-180,1.088427258832686e-144,1.446096592868347e-180,1,0,0,0,,,
882,0,96.29999999999995,0.5,2.466476802798271e-179,9.413749473049491e-182,1.376522133152458e-144,0.0,8.082444254359086e-182,4.216687930053803e-147,13.43370898654865,1.7873822269089172e-180,5.453272935613199e-145,7.241612676599509e-181,1,0,0,0,,,
883,0,95.79999999999995,1.0,1.2352590124627253e-179,4.7068747365247455e-182,6.896666292195802e-145,0.0,4.041222127179543e-182,2.1083439650269014e-147,13.43370898654865,8.951553900689636e-181,0.27780013126156566,3.626371194428643e-181,1,0,0,0,,,
884,0,95.29999999999995,1.5,6.186398117631576e-180,2.3534373682623728e-182,3.455360959314657e-145,0.0,2.0206110635897714e-182,1.0541719825134507e-147,13.43370898654865,4.4830983334173413e-181,0.5556002625231313,1.815968025278765e-181,1,0,0,0,,,
885,0,94.79999999999995,2.0,3.0982505864747625e-180,1.1767186841311864e-182,1.7311943862657065e-145,0.0,1.0103055317948857e-182,5.2708599125672534e-148,13.43370898654865,2.2452098582449328e-181,0.833400393784697,9.093752266716045e-182,1,0,0,0,,,
886,0,94.29999999999995,2.5,1.5516510570668686e-180,5.883593420655932e-183,8.673541464370422e-146,0.0,5.0515276589744285e-183,2.6354299562836267e-148,13.43370898654865,1.1244352748905974e-181,1.1112005250462627,4.553832203519132e-182,1,0,0,0,,,
887,0,100,2.6,7.770884104481779e-181,2.941796710327966e-183,4.345555498706156e-146,0.0,2.5257638294872142e-183,1.3177149781418134e-148,13.43370898654865,5.631328103293641e-182,1.3890006563078285,2.2803941368401203e-182,1,0,0,0,,,
888,0,99.8,1.6,3.891756461814608e-181,1.470898355163983e-183,2.1771701326135504e-146,0.0,1.2628819147436071e-183,6.588574890709067e-149,13.43370898654865,2.8202399160671474e-182,1.4445606825601418,1.1419360859603374e-182,1,0,0,0,,,
889,0,99.6,0.6000000000000001,1.949035435694163e-181,7.354491775819915e-184,1.0907812579370114e-146,0.0,6.314409573718036e-184,3.2942874453545334e-149,13.43370898654865,1.4124078902437375e-182,0.8889604200370101,5.718375517503074e-183,1,0,0,0,,,
890,0,99.39999999999999,0.0,9.760963202405111e-182,3.6772458879099574e-184,5.464887247836238e-147,0.0,3.157204786859018e-184,1.6471437226772667e-149,13.43370898654865,7.073479112269507e-183,0.33336015751387893,2.863535302602231e-183,1,0,0,0,,,
891,0,99.19999999999999,0.0,4.888374613169703e-182,1.8386229439549787e-184,2.7379341029937096e-147,0.0,1.578602393429509e-184,8.235718613386334e-150,13.43370898654865,3.542459386660163e-183,1.0846684977853774e-147,1.433941423226462e-183,1,0,0,0,,,
892,0,98.99999999999999,0.0,2.4481338125684256e-182,9.193114719774894e-185,1.37171229103465e-147,0.0,7.893011967147544e-185,4.117859306693167e-150,13.43370898654865,1.774089608592786e-183,5.434218115342677e-148,7.180575975759044e-184,1,0,0,0,,,
893,0,98.79999999999998,0.0,1.2260401592759997e-182,4.596557359887447e-185,6.872287652862227e-148,0.0,3.946505983573772e-185,2.0589296533465834e-150,13.43370898654865,8.884747619277455e-184,2.722546870879235e-148,3.595722417692889e-184,1,0,0,0,,,
894,0,98.59999999999998,0.0,6.140067061338933e-183,2.2982786799437234e-185,3.4430069252756014e-148,0.0,1.973252991786886e-185,1.0294648266732917e-150,13.43370898654865,4.4495235977954886e-184,1.3639923420435652e-148,1.8005784237531276e-184,1,0,0,0,,,
895,0,98.39999999999998,0.0,3.074966663148934e-183,1.1491393399718617e-185,1.7249350120600448e-148,0.0,9.86626495893443e-186,5.1473241333664584e-151,13.43370898654865,2.2283366929761253e-184,6.833556243237565e-149,9.016478193299056e-185,1,0,0,0,,,
896,0,98.19999999999997,0.0,1.5399498978142007e-183,5.7456966998593085e-186,8.641832807411444e-149,0.0,4.933132479467215e-186,2.5736620666832292e-151,13.43370898654865,1.1159557935272528e-184,3.423575388128652e-149,4.515032133916236e-185,1,0,0,0,,,
897,0,97.99999999999997,0.0,7.712082320269672e-184,2.8728483499296542e-186,4.329495277261332e-149,0.0,2.4665662397336076e-186,1.2868310333416146e-151,13.43370898654865,5.5887162028322166e-185,1.7151863273192607e-149,2.2609125855914718e-185,1,0,0,0,,,
898,0,97.79999999999997,0.0,3.8622075757341703e-184,1.4364241749648271e-186,2.1690370754084713e-149,0.0,1.2332831198668038e-186,6.434155166708073e-152,13.43370898654865,2.7988267190140838e-185,8.592924802870978e-150,1.1321545521124131e-185,1,0,0,0,,,
899,0,97.59999999999997,0.0,1.9341869956667522e-184,7.182120874824136e-187,1.0866632560931382e-149,0.0,6.166415599334019e-187,3.2170775833540365e-152,13.43370898654865,1.40164766830603e-185,4.3049589845728255e-150,5.669264057145452e-186,1,0,0,0,,,
900,0,97.39999999999996,0.0,9.686351017332097e-185,3.591060437412068e-187,5.444039872410204e-150,0.0,3.0832077996670096e-187,1.6085387916770183e-152,13.43370898654865,7.0194098855250904e-186,2.1567277838550816e-150,2.838877676864418e-186,1,0,0,0,,,
901,0,97.19999999999996,0.0,4.850883528165216e-185,1.795530218706034e-187,2.727381732177358e-150,0.0,1.5416038998335048e-187,8.042693958385091e-153,13.43370898654865,3.5152907147600154e-186,1.080488037711875e-150,1.4215616625780558e-186,1,0,0,0,,,
902,0,96.69999999999996,0.5,2.429295773832192e-185,8.97765109353017e-188,1.3663717640748073e-150,0.0,7.708019499167524e-188,4.0213469791925457e-153,13.43370898654865,1.7604382433787424e-186,5.413060917481045e-151,7.118422433619511e-187,1,0,0,0,,,
903,0,96.19999999999996,1.0,1.216574891790888e-185,4.488825546765085e-188,6.845263310304677e-151,0.0,3.854009749583762e-188,2.0106734895962728e-153,13.43370898654865,8.816155646887388e-187,0.27780013126156566,3.564518277174371e-187,1,0,0,0,,,
