run_dir,csv_path,world,plasticity,init,seed,n_generations,asymp_fitness,asymp_maternal_fraction,asymp_frac_care,asymp_frac_protect,asymp_frac_forage,asymp_frac_self,asymp_child_ttd_norm,asymp_mother_ttd_norm,asymp_u_drift_end,asymp_du_plastic,asymp_du_plastic_peak,asymp_plastic_active_frac,asymp_lr_eff
E2_anti_maternal_seed42,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_anti_maternal_seed42/lineage_generations.csv,,E2,anti_maternal,42,3001,0.62195,0.1537,0.1028,0.0509,0.835,0.0113,0.2676999999999999,1.0,0.0,0.0,0.0,0.0,
E2_anti_maternal_seed43,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_anti_maternal_seed43/lineage_generations.csv,,E2,anti_maternal,43,3001,0.3906,0.1986211926337328,0.0461516515638702,0.1524695410698626,0.76238591055247,0.0389928968137971,0.2474,0.8586,0.0,0.0,0.0,0.0,
E2_anti_maternal_seed44,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_anti_maternal_seed44/lineage_generations.csv,,E2,anti_maternal,44,3001,0.50705,0.3560708131278661,0.3558708131278661,0.0002,0.6415291868721338,0.0024,0.2613,0.7928,0.0,0.0,0.0,0.0,
E2_anti_maternal_seed45,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_anti_maternal_seed45/lineage_generations.csv,,E2,anti_maternal,45,3001,0.50725,0.3191427725442516,0.3191427725442516,0.0,0.674298524218858,0.0065587032368903,0.2489999999999999,0.8007,0.0,0.0,0.0,0.0,
E2_anti_maternal_seed46,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_anti_maternal_seed46/lineage_generations.csv,,E2,anti_maternal,46,3001,0.51085,0.2905540983606557,0.2905540983606557,0.0,0.7046508196721311,0.0047950819672131,0.2214999999999999,0.861,0.0,0.0,0.0,0.0,
E2_anti_maternal_seed47,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_anti_maternal_seed47/lineage_generations.csv,,E2,anti_maternal,47,3001,0.4095,0.4206387875841486,0.4199176695717262,0.0007211180124223,0.5600526892521026,0.0193085231637487,0.2825,0.6613,0.0,0.0,0.0,0.0,
E2_anti_maternal_seed48,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_anti_maternal_seed48/lineage_generations.csv,,E2,anti_maternal,48,3001,0.5995,0.1999,0.1994,0.0005,0.7964,0.0037,0.199,1.0,0.0,0.0,0.0,0.0,
E2_anti_maternal_seed49,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_anti_maternal_seed49/lineage_generations.csv,,E2,anti_maternal,49,3001,0.33525,0.3657442344889153,0.3011118139792272,0.0646324205096881,0.6048949688982164,0.0293607966128682,0.2052,0.7053,0.0,0.0,0.0,0.0,
E2_anti_maternal_seed50,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_anti_maternal_seed50/lineage_generations.csv,,E2,anti_maternal,50,3001,0.4448999999999999,0.1335,0.053,0.0804999999999999,0.8335000000000001,0.033,0.2098,1.0,0.0,0.0,0.0,0.0,
E2_anti_maternal_seed51,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_anti_maternal_seed51/lineage_generations.csv,,E2,anti_maternal,51,3001,0.6132,0.2032999999999999,0.1948,0.0085,0.7958000000000001,0.0009,0.2264,1.0,0.0,0.0,0.0,0.0,
E2_pro_maternal_seed42,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_pro_maternal_seed42/lineage_generations.csv,,E2,pro_maternal,42,3001,0.3830999999999999,0.1762760184215692,0.1403554790262417,0.0359205393953275,0.7677989275898174,0.0559250539886133,0.2462999999999999,0.8029,0.0,0.0,0.0,0.0,
E2_pro_maternal_seed43,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_pro_maternal_seed43/lineage_generations.csv,,E2,pro_maternal,43,3001,0.40095,0.0662430939226519,0.0661430939226519,0.0001,0.8412436464088398,0.0925132596685082,0.1857,0.9362,0.0,0.0,0.0,0.0,
E2_pro_maternal_seed44,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_pro_maternal_seed44/lineage_generations.csv,,E2,pro_maternal,44,3001,0.4556,0.061,0.0593999999999999,0.0016,0.8743000000000001,0.0647,0.1911999999999999,1.0,0.0,0.0,0.0,0.0,
E2_pro_maternal_seed45,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_pro_maternal_seed45/lineage_generations.csv,,E2,pro_maternal,45,3001,0.4712,0.1905362563136202,0.1852353554127193,0.0053009009009009,0.7920637436863798,0.0174,0.2742,0.8682000000000001,0.0,0.0,0.0,0.0,
E2_pro_maternal_seed46,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_pro_maternal_seed46/lineage_generations.csv,,E2,pro_maternal,46,3001,0.388,0.2759233061860423,0.2719771523398885,0.0039461538461538,0.684798718460035,0.0392779753539225,0.253,0.6684,0.0,0.0,0.0,0.0,
E2_pro_maternal_seed47,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_pro_maternal_seed47/lineage_generations.csv,,E2,pro_maternal,47,3001,0.4463,0.0798589595375722,0.0798589595375722,0.0,0.8338219653179191,0.0863190751445086,0.198,0.9346,0.0,0.0,0.0,0.0,
E2_pro_maternal_seed48,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_pro_maternal_seed48/lineage_generations.csv,,E2,pro_maternal,48,3001,0.3860499999999999,0.0865699481865285,0.0865699481865285,0.0,0.8093642487046632,0.1040658031088082,0.1935,0.9386,0.0,0.0,0.0,0.0,
E2_pro_maternal_seed49,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_pro_maternal_seed49/lineage_generations.csv,,E2,pro_maternal,49,3001,0.36955,0.3056683690703156,0.1908394456419237,0.1148289234283918,0.6641690520069663,0.0301625789227181,0.3521999999999999,0.6045,0.0,0.0,0.0,0.0,
E2_pro_maternal_seed50,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_pro_maternal_seed50/lineage_generations.csv,,E2,pro_maternal,50,3001,0.4365499999999999,0.1904472081218274,0.1892472081218274,0.0012,0.7718918781725889,0.0376609137055837,0.2938999999999999,0.9394,0.0,0.0,0.0,0.0,
E2_pro_maternal_seed51,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_pro_maternal_seed51/lineage_generations.csv,,E2,pro_maternal,51,3001,0.43015,0.1641621621621622,0.1629621621621622,0.0012,0.809627027027027,0.0262108108108108,0.2433,0.937,0.0,0.0,0.0,0.0,
E2_random_uniform_seed42,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_random_uniform_seed42/lineage_generations.csv,,E2,random_uniform,42,3001,0.4741499999999999,0.086,0.0157,0.0702999999999999,0.8599,0.0541,0.1979,1.0,0.0,0.0,0.0,0.0,
E2_random_uniform_seed43,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_random_uniform_seed43/lineage_generations.csv,,E2,random_uniform,43,3001,0.45265,0.4277310492527514,0.4277310492527514,0.0,0.5486009599686863,0.0236679907785622,0.2862,0.6703,0.0,0.0,0.0,0.0,
E2_random_uniform_seed44,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_random_uniform_seed44/lineage_generations.csv,,E2,random_uniform,44,3001,0.3937999999999999,0.0746848101265822,0.0745848101265822,0.0001,0.8713708860759495,0.0539443037974683,0.176,0.9316,0.0,0.0,0.0,0.0,
E2_random_uniform_seed45,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_random_uniform_seed45/lineage_generations.csv,,E2,random_uniform,45,3001,0.47175,0.1206,0.097,0.0236,0.8337,0.0457,0.2237,1.0,0.0,0.0,0.0,0.0,
E2_random_uniform_seed46,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_random_uniform_seed46/lineage_generations.csv,,E2,random_uniform,46,3001,0.5379,0.1004999999999999,0.1002,0.0003,0.8257999999999999,0.0737,0.1989999999999999,1.0,0.0,0.0,0.0,0.0,
E2_random_uniform_seed47,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_random_uniform_seed47/lineage_generations.csv,,E2,random_uniform,47,3001,0.4751499999999999,0.2522197248431816,0.2469197248431816,0.0053,0.7226610827051816,0.0251191924516367,0.2534999999999999,0.8615999999999999,0.0,0.0,0.0,0.0,
E2_random_uniform_seed48,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_random_uniform_seed48/lineage_generations.csv,,E2,random_uniform,48,3001,0.5912499999999999,0.1957,0.1911,0.0046,0.7955000000000001,0.0088,0.2223,1.0,0.0,0.0,0.0,0.0,
E2_random_uniform_seed49,/home/fibo1/foo_thesis/Senior_thesis/Emergence_results/normal/E2_random_uniform_seed49/lineage_generations.csv,,E2,random_uniform,49,3001,0.4852,0.0729744572158365,0.0364623625416728,0.0365120946741636,0.8217000364896917,0.1053255062944718,0.2450999999999999,0.8697000000000001,0.0,0.0,0.0,0.0,
