generation,u_forage_child_hunger,u_forage_energy_deficit,u_forage_low_fear,u_care_child_warmth,u_care_closeness_deficit,u_care_bonding,u_self_fatigue,u_self_fear,u_self_stress,u_protect_child_injury,u_protect_fear,u_protect_closeness_deficit,u_protect_bonding
0,0.12483570765056164,0.8930867849414408,0.5323844269050346,0.17615149282040127,0.08829233126383321,0.08829315215254098,0.9789606407753696,0.9383717364576455,0.8765262807032524,0.12712800217929823,0.07682911535937689,0.07671351232148715,0.11209811357830171
500,0.6130887899684195,0.814005658359375,0.15894997864848606,0.3478735425906847,0.6063506681313577,0.4384262091516953,0.7322760273499205,0.33191398713838527,0.8295798023183184,0.4068648998016998,0.8349538223328616,0.059473991061054034,0.21352464776464092
1000,0.6130887899684195,0.814005658359375,0.15894997864848606,0.3478735425906847,0.6063506681313577,0.4384262091516953,0.7322760273499205,0.33191398713838527,0.8295798023183184,0.4068648998016998,0.8349538223328616,0.059473991061054034,0.21352464776464092
1500,0.6130887899684195,0.814005658359375,0.15894997864848606,0.3478735425906847,0.6063506681313577,0.4384262091516953,0.7322760273499205,0.33191398713838527,0.8295798023183184,0.4068648998016998,0.8349538223328616,0.059473991061054034,0.21352464776464092
2000,0.6130887899684195,0.814005658359375,0.15894997864848606,0.3478735425906847,0.6063506681313577,0.4384262091516953,0.7322760273499205,0.33191398713838527,0.8295798023183184,0.4068648998016998,0.8349538223328616,0.059473991061054034,0.21352464776464092
2500,0.5847412958078987,0.7812355322098302,0.16682051902613432,0.33634354698857793,0.6925645805898211,0.4783627347597535,0.7595262403233048,0.32303994706331457,0.728278629894493,0.3664851534208159,0.8025891497036457,0.05,0.21185667279514322
3000,0.5847412958078987,0.7812355322098302,0.16682051902613432,0.33634354698857793,0.6925645805898211,0.4783627347597535,0.7595262403233048,0.32303994706331457,0.728278629894493,0.3664851534208159,0.8025891497036457,0.05,0.21185667279514322
